OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUse(kWh),SiteEnergyUseWN(kBtu),SiteEnergyUseWN(kWh),SteamUse(kBtu),SteamUse(kWh),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),NaturalGas(kWh),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
19685,2016,Multifamily LR (1-4),Low-Rise Multifamily,Bremer,2905 1st Ave,98121.0,7,DOWNTOWN,47.61678,-122.35317,1924,1.0,3,33400,0,Multifamily Housing,Multifamily Housing,32545.0,,,,,,82.0,52.59999847,56.5,85.09999847,90.0,1713381.75,5846301,1837333.5,6269242,0.0,0,136114,464423.0,12489.58984,1248959.0,4261624,False,,Compliant,,69.57,2.08
19690,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Banner Building The Condominium,80 Vine Street,98121.0,7,DOWNTOWN,47.61473,-122.35055,1994,1.0,7,88144,3102,Multifamily Housing,Multifamily Housing,88144.0,,,,,,33.0,26.20000076,28.0,49.09999847,51.40000153,2306723.5,7870867,2467526.25,8419548,0.0,0,267077,911268.0,13954.5498,1395455.0,4761490,False,,Compliant,,80.47,0.91
19694,2016,SPS-District K-12,K-12 School,Mann Building (Nova High),2410 E. Cherry,98122.0,3,CENTRAL,47.60842,-122.30093,1925,1.0,2,37327,0,K-12 School,K-12 School,48887.0,,,,,,92.0,40.20000076,44.59999847,73.19999695,77.80000305,1967476.375,6713307,2179860.5,7437992,0.0,0,212356,724560.0,12429.16309,1242916.0,4241005,True,,Error - Correct Default Data,,71.06,1.9
19695,2016,Multifamily LR (1-4),Low-Rise Multifamily,Barclay Court,701 1st Avenue N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62563,-122.35596,2000,1.0,3,37619,0,Multifamily Housing,Multifamily Housing,37619.0,,,,,,62.0,29.79999924,32.0,66.90000153,70.0,1119640.25,3820371,1204152.25,4108737,0.0,0,188210,642173.0,4774.67041,477467.0,1629185,False,,Compliant,,29.84,0.79
19696,2016,NonResidential,Retail Store,Lane St. Goodwill,1400 South Lane St,98144.0,3,DOWNTOWN,47.59692,-122.31543,1917,1.0,2,147545,0,Retail Store,Retail Store,147545.0,,,,,,69.0,46.0,49.70000076,106.9000015,110.8000031,6787070.0,23158443,7339108.0,25042075,0.0,0,1211462,4133510.0,26535.5918,2653559.0,9054319,False,,Compliant,,169.75,1.15
19697,2016,Nonresidential COS,Other,North Substation,814 NE 75th ST,98115.0,4,NORTH,47.68339,-122.31947,1923,1.0,2,21462,0,"Office, Other",Other,25778.0,Office,200.0,,,,,42.90000153,46.5,134.6999969,146.0,1114384.625,3802438,1207838.75,4121316,0.0,0,326607,1114384.0,0.0,0.0,0,False,,Compliant,,7.77,0.36
19699,2016,Multifamily LR (1-4),Low-Rise Multifamily,Barrett Condo,2000 W Barrett,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64675,-122.38242,1993,1.0,3,24178,0,Multifamily Housing,Multifamily Housing,34476.0,,,,,,81.0,22.5,23.0,56.0,57.40000153,775728.8125,2646896,791513.375,2700755,0.0,0,156360,533501.0,2422.279785,242228.0,826516,False,,Compliant,,16.58,0.69
19704,2016,Multifamily LR (1-4),Low-Rise Multifamily,Westview Apartment Homes,2525 14th Ave S,98144.0,2,GREATER DUWAMISH,47.58035,-122.31563,1918,1.0,3,107518,0,Multifamily Housing,Multifamily Housing,82283.0,Other - Services,1000.0,Office,592.0,,81.0,49.70000076,52.09999847,98.69999695,104.5999985,4086293.0,13943010,4284962.5,14620898,0.0,0,537127,1832679.0,22536.14063,2253614.0,7689650,False,,Compliant,,132.47,1.23
19706,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Bay Villa,1210 Alki Ave SW,98116.0,1,SOUTHWEST,47.59429,-122.38843,1997,1.0,6,30720,0,Multifamily Housing,Multifamily Housing,30720.0,,,,,,,27.60000038,29.10000038,70.09999847,73.0,846389.3125,2888000,894508.0,3052187,0.0,0,177421,605363.0,2410.26001,241026.0,822414,False,,Compliant,,17.02,0.55
19708,2016,Multifamily HR (10+),High-Rise Multifamily,Bay Vista,2821 2nd Ave,98121.0,7,DOWNTOWN,47.61706,-122.35141,1982,1.0,24,167941,0,"Multifamily Housing, Swimming Pool",Multifamily Housing,138787.0,Parking,99952.0,Swimming Pool,0.0,,100.0,17.29999924,18.70000076,50.40000153,54.0,2407904.5,8216111,2589125.5,8834462,0.0,0,626561,2137828.0,2700.76001,270076.0,921537,False,,Non-Compliant,Low outlier,29.25,0.17
19709,2016,Multifamily LR (1-4),Low-Rise Multifamily,Bayshore West,1526 Alki Avenue SW,98116.0,1,SOUTHWEST,47.58998,-122.39312,1986,1.0,4,38970,0,Multifamily Housing,Multifamily Housing,38970.0,,,,,,85.0,21.0,22.60000038,66.0,71.09999847,818836.125,2793984,882641.1875,3011696,0.0,0,239987,818836.0,0.0,0.0,0,False,,Compliant,,5.71,0.15
19712,2016,Multifamily MR (5-9),Mid-Rise Multifamily,(ID19712) Bayview Ballard,2250 NW 58th Street,98107.0,6,BALLARD,47.67113,-122.38687,1989,1.0,5,24648,0,Multifamily Housing,Multifamily Housing,24648.0,,,,,,90.0,23.20000076,24.5,73.0,76.80000305,572692.625,1954108,603194.6875,2058185,0.0,0,167846,572693.0,0.0,0.0,0,False,,Compliant,,3.99,0.16
19715,2016,Multifamily LR (1-4),Low-Rise Multifamily,Baywatch at Magnolia,2200 Thorndyke Ave W,98199.0,7,MAGNOLIA / QUEEN ANNE,47.63854,-122.38733,1988,1.0,4,34270,0,Multifamily Housing,Multifamily Housing,21136.0,,,,,,52.0,30.10000038,31.5,94.40000153,98.90000153,635697.3125,2169089,665705.875,2271482,0.0,0,186312,635697.0,0.0,0.0,0,False,,Compliant,,4.43,0.13
19718,2016,Multifamily LR (1-4),Low-Rise Multifamily,Beach Drive,4163 Beach DR SW,98116.0,1,SOUTHWEST,47.56586,-122.40854,1984,1.0,4,20837,0,Multifamily Housing,Multifamily Housing,20837.0,,,,,,,18.60000038,19.5,58.40000153,61.40000153,387226.0,1321269,407136.9063,1389208,0.0,0,113489,387226.0,0.0,0.0,0,False,,Compliant,,2.7,0.13
19728,2016,SPS-District K-12,K-12 School,Daniel Bagley Elementary,7821 Stone Ave. N.,98103.0,6,NORTHWEST,47.68636,-122.3423,1930,1.0,2,47602,0,K-12 School,K-12 School,46066.0,,,,,,78.0,48.79999924,56.20000076,86.59999847,96.30000305,2249592.5,7675928,2589620.0,8836150,0.0,0,227970,777836.0,14717.55859,1471756.0,5021839,True,,Error - Correct Default Data,,83.59,1.76
19730,2016,NonResidential,Other,Brick Building,6615 Dayton Ave North,98013.0,6,NORTHWEST,47.67713,-122.35398,1917,1.0,2,28072,0,Social/Meeting Hall,Social/Meeting Hall,23835.0,,,,,,,57.20000076,66.59999847,76.90000153,87.30000305,1362523.0,4649121,1587238.0,5415880,0.0,0,56399,192436.0,11700.86914,1170087.0,3992502,False,,Compliant,,63.48,2.26
19736,2016,Multifamily LR (1-4),Low-Rise Multifamily,Belcourt Place,1617 Summit AVE,98122.0,3,EAST,47.61564,-122.32592,1986,1.0,4,24864,0,Multifamily Housing,Multifamily Housing,24864.0,,,,,,37.0,24.70000076,26.39999962,77.69999695,83.0,614985.0,2098415,657612.1875,2243865,0.0,0,180241,614985.0,0.0,0.0,0,False,,Compliant,,4.29,0.17
19740,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Ellis Court Apartments,2510 Western Ave,98121.0,7,DOWNTOWN,47.61453,-122.34969,1990,1.0,5,39050,0,Multifamily Housing,Multifamily Housing,39050.0,,,,,,95.0,25.79999924,26.60000038,81.0,83.5,1007356.313,3437242,1038387.188,3543124,0.0,0,295239,1007356.0,0.0,0.0,0,False,,Compliant,,7.02,0.18
19741,2016,Multifamily MR (5-9),Mid-Rise Multifamily,First and Vine Apartments,2519 First Ave,98121.0,7,DOWNTOWN,47.61492,-122.34957,1980,0.0,8,77800,0,Multifamily Housing,Multifamily Housing,46300.0,,,,,,13.0,67.30000305,72.0,182.1000061,195.6999969,3116420.25,10633667,3331292.5,11366841,0.0,0,723711,2469304.0,6471.160156,647116.0,2208051,False,,Compliant,,51.58,0.66
19742,2016,NonResidential,Restaurant,El Gaucho Restaurant,2505 1st Ave,98121.0,7,DOWNTOWN,47.61468,-122.34925,1955,1.0,2,31020,0,Restaurant,Restaurant,31020.0,,,,,,,160.1999969,168.6999969,250.5,259.3999939,4970047.0,16958504,5231756.5,17851493,0.0,0,358030,1221601.0,37484.44922,3748445.0,12790225,False,,Compliant,,207.6,6.69
19743,2016,NonResidential,Small- and Mid-Sized Office,THE MILLIONAIR CLUB,2507 WESTERN AVE,98121.0,7,DOWNTOWN,47.61402,-122.35016,1917,1.0,2,21600,0,"Office, Other - Lodging/Residential",Office,14400.0,Other - Lodging/Residential,7200.0,,,,,75.80000305,75.80000305,199.6999969,199.6999969,1636649.125,5584478,1636649.125,5584478,0.0,0,364005,1241985.0,3946.640625,394664.0,1346649,False,,Compliant,,29.62,1.37
19747,2016,NonResidential,Small- and Mid-Sized Office,First and Cedar Building,2701 1st Ave,98121.0,7,DOWNTOWN,47.6158,-122.35126,1974,1.0,5,61825,13320,"Bank Branch, Office",Office,37993.0,Bank Branch,3547.0,,,,59.0,104.0999985,112.5,205.6999969,212.8999939,4322873.0,14750254,4673727.5,15947420,0.0,0,561459,1915699.0,24071.73828,2407174.0,8213618,False,,Compliant,,141.2,2.28
19748,2016,Multifamily HR (10+),High-Rise Multifamily,Olympus Towers,2801 Western Ave.,98121.0,7,DOWNTOWN,47.61503,-122.35378,2001,1.0,16,590869,0,"Multifamily Housing, Parking",Multifamily Housing,409137.0,Parking,181732.0,,,,93.0,36.29999924,38.29999924,84.0,87.90000153,14856602.0,50692829,15683112.0,53512998,0.0,0,2632832,8983223.0,58733.78125,5873378.0,20040797,False,,Compliant,,374.56,0.63
19749,2016,Multifamily MR (5-9),Mid-Rise Multifamily,WA014_AVA Belltown,2800 Western Avenue,98121.0,7,DOWNTOWN,47.61612,-122.35268,2001,1.0,7,145275,0,Multifamily Housing,Multifamily Housing,103023.0,,,,,,57.0,25.79999924,27.29999924,80.90000153,85.59999847,2653900.0,9055482,2809752.75,9587274,0.0,0,777813,2653900.0,0.0,0.0,0,False,,Compliant,,18.5,0.13
19750,2016,NonResidential,Small- and Mid-Sized Office,Seattle Labor Temple Association,2800 1st Avenue  Room 140,98121.0,7,DOWNTOWN,47.61683,-122.35176,1942,1.0,3,64630,0,Office,Office,64630.0,,,,,,96.0,21.79999924,21.79999924,68.40000153,68.40000153,1408291.375,4805289,1408291.375,4805289,0.0,0,412746,1408291.0,0.0,0.0,0,False,,Compliant,,9.82,0.15
19752,2016,NonResidential,Worship Facility,Belltown,2700 1st Ave,98121.0,7,DOWNTOWN,47.61636,-122.35094,1948,1.0,2,20920,0,Worship Facility,Worship Facility,20920.0,,,,,,15.0,49.79999924,57.79999924,80.80000305,89.09999847,1042108.5,3555821,1208581.375,4123850,0.0,0,83542,285047.0,7570.620117,757062.0,2583202,False,,Compliant,,42.19,2.02
19753,2016,Multifamily LR (1-4),Low-Rise Multifamily,New Pacific Apartments,110 Vine St,98121.0,7,DOWNTOWN,47.61543,-122.34967,1903,1.0,3,26640,0,"Multifamily Housing, Restaurant",Multifamily Housing,20840.0,Restaurant,5800.0,,,,3.0,81.59999847,84.30000305,174.1999969,177.0,2173356.25,7415799,2245282.5,7661221,0.0,0,330755,1128537.0,10448.19531,1044820.0,3565073,False,,Compliant,,63.36,2.38
19754,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Humphrey House Apts,111 Cedar,98109.0,7,DOWNTOWN,47.61612,-122.34973,2009,1.0,7,40329,0,"Food Service, Multifamily Housing, Office",Multifamily Housing,36514.0,Food Service,2132.0,Office,784.0,,,93.80000305,97.59999847,165.3999939,169.5,3696784.75,12613953,3848387.25,13131242,0.0,0,370405,1263822.0,24329.62891,2432963.0,8301614,False,,Compliant,,138.03,3.42
19756,2016,Multifamily LR (1-4),Low-Rise Multifamily,Vine Court Apartments,103 Vine St,98121.0,7,DOWNTOWN,47.61532,-122.3493,1987,1.0,4,34880,0,Multifamily Housing,Multifamily Housing,40987.0,,,,,,90.0,22.5,23.5,70.59999847,73.80000305,922153.6875,3146518,962912.3125,3285593,0.0,0,270267,922153.0,0.0,0.0,0,False,,Compliant,,6.43,0.18
19757,2016,Multifamily LR (1-4),Low-Rise Multifamily,Oregon Apartments,2305 1st Ave,98121.0,7,DOWNTOWN,47.6134,-122.34683,1902,1.0,4,56776,0,Multifamily Housing,Multifamily Housing,50841.0,,,,,,99.0,31.10000038,33.29999924,61.09999847,66.5,1583110.25,5401796,1693181.75,5777375,0.0,0,202158,689766.0,8933.44043,893344.0,3048216,False,,Compliant,,52.25,0.92
19758,2016,Multifamily MR (5-9),Mid-Rise Multifamily,2300 Elliott,2300 Elliott Ave.,98121.0,7,DOWNTOWN,47.61245,-122.34836,1990,1.0,6,112676,0,"Multifamily Housing, Parking",Multifamily Housing,77887.0,Parking,34789.0,,,,84.0,39.5,42.40000153,104.5999985,111.5999985,3073937.5,10488710,3305003.5,11277139,0.0,0,690259,2355165.0,7187.720215,718772.0,2452551,False,,Compliant,,54.59,0.48
19766,2016,NonResidential,Worship Facility,(ID19766) ALKI CONGREGATIONAL CHURCH,3400 62ND AVE SW,98116.0,1,SOUTHWEST,47.57384,-122.41182,1926,1.0,2,22128,0,Worship Facility,Worship Facility,22128.0,,,,,,94.0,27.5,32.90000153,43.29999924,49.79999924,608359.6875,2075809,727772.8125,2483263,0.0,0,44931,153306.0,4550.540039,455054.0,1552708,False,,Compliant,,25.24,1.14
19770,2016,Multifamily LR (1-4),Low-Rise Multifamily,Alki Shores,2104 Alki AVE SW,98116.0,1,SOUTHWEST,47.5857,-122.39791,1973,1.0,4,26880,0,Multifamily Housing,Multifamily Housing,26880.0,,,,,,13.0,44.5,47.0,120.3000031,128.3999939,1195994.125,4080901,1263325.75,4310646,0.0,0,277540,946968.0,2490.26001,249026.0,849711,False,,Compliant,,19.83,0.74
19773,2016,Multifamily LR (1-4),Low-Rise Multifamily,Allen Place,800 N ALLEN PL,98103.0,6,LAKE UNION,47.661,-122.34839,1987,1.0,4,23098,0,Multifamily Housing,Multifamily Housing,23098.0,,,,,,89.0,22.0,22.89999962,69.0,71.80000305,507603.3125,1732014,528435.1875,1803095,0.0,0,148770,507603.0,0.0,0.0,0,True,,Error - Correct Default Data,,3.54,0.15
19774,2016,NonResidential,Retail Store,Office Depot,13501 Aurora Ave. N.,98133.0,5,NORTHWEST,47.72736,-122.34579,1968,1.0,1,48139,0,Retail Store,Retail Store,40000.0,,,,,,98.0,21.5,24.0,47.0,51.09999847,859236.625,2931837,959683.125,3274574,0.0,0,137280,468402.0,3908.339844,390834.0,1333580,False,,Compliant,,24.02,0.5
19777,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Linden Square Apartments,13530 Linden Ave N,98133.0,5,NORTHWEST,47.72841,-122.3469,1993,1.0,5,214388,0,"Multifamily Housing, Parking",Multifamily Housing,171306.0,Parking,43082.0,,,,96.0,26.60000038,27.39999962,83.5,86.09999847,4555219.5,15543053,4696469.0,16025017,0.0,0,1335058,4555219.0,0.0,0.0,0,False,,Compliant,,31.76,0.15
19781,2016,Multifamily LR (1-4),Low-Rise Multifamily,(ID19781) Amesbury Court Apartments (Bldg C),13739 Linden Ave N,98133.0,5,NORTHWEST,47.72925,-122.34834,1990,1.0,4,43228,0,Multifamily Housing,Multifamily Housing,43228.0,,,,,,100.0,23.70000076,24.29999924,74.30000305,76.40000153,1022957.688,3490476,1052127.875,3590009,0.0,0,299811,1022957.0,0.0,0.0,0,False,,Compliant,,7.13,0.16
19783,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Alpine Villa,308 Summit Ave E,98102.0,3,EAST,47.62127,-122.32509,1967,1.0,5,23231,0,Multifamily Housing,Multifamily Housing,22047.0,,,,,,93.0,25.70000076,27.39999962,80.69999695,86.0,566665.1875,1933541,603646.875,2059728,0.0,0,166080,566665.0,0.0,0.0,0,False,,Compliant,,3.95,0.17
19787,2016,NonResidential,Worship Facility,First Lutheran Church of West Seattle,4105 California Ave SW,98116.0,1,SOUTHWEST,47.56633,-122.38725,1949,1.0,2,21364,0,"K-12 School, Worship Facility",Worship Facility,15364.0,K-12 School,6000.0,,,,86.0,45.20000076,52.0,63.29999924,71.40000153,965651.125,3294938,1110209.25,3788191,0.0,0,47544,162220.0,8034.310547,803431.0,2741420,False,,Compliant,,43.8,2.05
19788,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Alterra COA,1000 Aurora Ave N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62774,-122.34319,1999,1.0,6,208125,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,79872.0,Parking,36000.0,Retail Store,7146.0,,,37.59999847,40.59999847,49.59999847,52.79999924,3273645.5,11170141,3534954.5,12061765,0.0,0,123633,421838.0,28518.07031,2851807.0,9730769,False,,Compliant,,154.4,0.74
19789,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Ambassador 1 Condominiums,505 E. Denny Way,98122.0,3,EAST,47.61834,-122.32492,1923,1.0,6,39251,0,Multifamily Housing,Multifamily Housing,33720.0,,,,,,83.0,32.09999847,34.59999847,98.0,106.0,1082076.0,3692196,1167446.75,3983493,0.0,0,304197,1037921.0,441.5499878,44155.0,150663,False,,Compliant,,9.58,0.24
19790,2016,Multifamily MR (5-9),Mid-Rise Multifamily,AMBASSADOR,506 E HOWELL ST,98122.0,3,EAST,47.61803,-122.32482,1992,1.0,5,44715,0,Multifamily Housing,Multifamily Housing,44715.0,,,,,,79.0,40.5,43.20000076,106.9000015,112.9000015,1809586.75,6174566,1930204.25,6586130,0.0,0,403999,1378446.0,4311.410156,431141.0,1471114,False,,Compliant,,32.51,0.73
19792,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Anderson Place,619 5th Ave West,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62528,-122.36366,1990,1.0,5,21715,0,"Multifamily Housing, Parking",Multifamily Housing,21715.0,Parking,4290.0,,,,,24.29999924,25.79999924,69.80000305,73.59999847,528411.875,1803016,561177.1875,1914816,0.0,0,134615,459307.0,691.0500488,69105.0,235796,False,,Compliant,,6.87,0.32
19793,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Union Bay Apartments,526 Yale Avenue N,98109.0,7,LAKE UNION,47.62406,-122.33027,1994,1.0,7,86525,23866,"Multifamily Housing, Parking",Multifamily Housing,62659.0,Parking,23866.0,,,,84.0,37.0,38.90000153,0.0,0.0,2321336.0,7920727,2436266.5,8312886,0.0,0,550901,1879677.0,0.0,0.0,0,False,,Compliant,,13.1,0.15
19794,2016,Multifamily LR (1-4),Low-Rise Multifamily,Carolina Court Apartments,527 Eastlake Ave E,98109.0,7,LAKE UNION,47.62402,-122.32972,1916,1.0,3,56652,0,Multifamily Housing,Multifamily Housing,56652.0,,,,,,98.0,28.89999962,31.79999924,56.40000153,60.20000076,1638562.75,5591008,1799223.75,6139206,0.0,0,206436,704360.0,9342.030273,934203.0,3187632,False,,Compliant,,54.53,0.96
19797,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Andiamo Condominiums,626 4th Ave W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62548,-122.36166,1996,1.0,5,20798,0,Multifamily Housing,Multifamily Housing,20798.0,,,,,,53.0,31.10000038,31.10000038,97.80000305,97.80000305,647792.875,2210361,647792.875,2210361,0.0,0,189857,647793.0,0.0,0.0,0,False,,Compliant,,4.52,0.22
19799,2016,Multifamily LR (1-4),Low-Rise Multifamily,Annaron,1719 14th Ave,98122.0,3,EAST,47.6172,-122.31456,1965,1.0,3,20296,0,"Multifamily Housing, Parking",Multifamily Housing,19542.0,Parking,754.0,,,,67.0,28.5,30.79999924,89.5,96.59999847,556700.6875,1899541,601180.875,2051314,0.0,0,163159,556701.0,0.0,0.0,0,False,,Compliant,,3.88,0.19
19805,2016,Multifamily LR (1-4),Low-Rise Multifamily,Ara Vita,3045 20th Ave W,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64791,-122.38246,1988,1.0,4,31537,0,Multifamily Housing,Multifamily Housing,24459.0,,,,,,63.0,34.09999847,35.59999847,106.9000015,111.8000031,832986.875,2842269,870793.3125,2971270,0.0,0,244134,832987.0,0.0,0.0,0,False,,Compliant,,5.81,0.18
19808,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Arcadian Court Condominium,511 E Roy Street,98102.0,3,EAST,47.62483,-122.32508,1980,1.0,5,48744,0,Multifamily Housing,Multifamily Housing,48744.0,,,,,,32.0,34.40000153,37.0,108.0999985,116.0999985,1678495.25,5727263,1802592.25,6150700,0.0,0,491938,1678495.0,0.0,0.0,0,False,,Compliant,,11.7,0.24
19824,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Art Stable,518 Yale Ave N,98109.0,7,LAKE UNION,47.6237,-122.33014,2010,1.0,5,23931,0,"Multifamily Housing, Parking",Multifamily Housing,22088.0,Parking,3983.0,,,,,28.79999924,29.70000076,75.59999847,76.59999847,635516.375,2168471,656491.0,2240040,0.0,0,140744,480219.0,1552.970093,155297.0,529895,False,,Compliant,,11.6,0.48
19826,2016,Multifamily LR (1-4),Low-Rise Multifamily,Ashbury,18 Dravus St,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64898,-122.35675,1999,1.0,4,39966,0,"Multifamily Housing, Office, Parking",Multifamily Housing,33396.0,Parking,12000.0,Office,3151.0,,,23.79999924,24.79999924,74.69999695,77.59999847,871355.5,2973188,905750.8125,3090550,0.0,0,254464,868234.0,31.22000122,3122.0,10652,False,,Compliant,,6.22,0.16
19830,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Athena,323 Queen Anne Ave N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62181,-122.35701,1999,1.0,7,72763,0,"Multifamily Housing, Office, Parking",Multifamily Housing,70013.0,Parking,39780.0,Office,2760.0,,,38.79999924,39.79999924,109.4000015,111.5999985,2821489.25,9627320,2896491.0,9883237,0.0,0,700500,2390109.0,4313.800293,431380.0,1471929,False,,Compliant,,39.57,0.54
19831,2016,Multifamily LR (1-4),Low-Rise Multifamily,Atlantic Place Condominium,1111 S Atlantic St,98134.0,2,GREATER DUWAMISH,47.58963,-122.31864,1980,1.0,4,59600,0,Multifamily Housing,Multifamily Housing,59600.0,,,,,,48.0,23.60000038,25.60000038,74.09999847,80.30000305,1406648.125,4799682,1523877.5,5199685,0.0,0,412264,1406648.0,0.0,0.0,0,False,,Compliant,,9.81,0.16
19832,2016,Multifamily LR (1-4),Low-Rise Multifamily,Atria Villa Apartments,1251 Taylor Ave N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63099,-122.34658,1978,1.0,4,40948,0,"Multifamily Housing, Parking",Multifamily Housing,32170.0,Parking,8778.0,,,,85.0,21.39999962,22.5,67.09999847,70.80000305,687953.6875,2347395,725346.6875,2474985,0.0,0,201627,687954.0,0.0,0.0,0,False,,Compliant,,4.8,0.12
19833,2016,NonResidential,University,Centennial Building,2000 Terry Avenue,98121.0,7,DOWNTOWN,47.61741,-122.33491,1992,1.0,2,28923,0,College/University,College/University,28800.0,,,,,,,15.30000019,17.70000076,28.70000076,31.79999924,439311.9063,1498994,508430.5938,1734837,0.0,0,51221,174768.0,2645.440186,264544.0,902661,False,,Compliant,,15.27,0.53
19835,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Terry Apartments,2020 Terry Ave,98121.0,7,DOWNTOWN,47.61775,-122.33551,1992,0.0,7,65210,0,"Multifamily Housing, Parking",Multifamily Housing,56635.0,Parking,8575.0,,,,95.0,47.79999924,50.0,99.09999847,101.3000031,2709973.75,9246814,2831134.75,9660232,0.0,0,387657,1322686.0,13872.87988,1387288.0,4733623,False,,Compliant,,82.9,1.27
19836,2016,NonResidential,University,Notion,1001 Lenora St.,98121.0,7,DOWNTOWN,47.61789,-122.33573,1928,1.0,3,21600,0,College/University,College/University,21600.0,,,,,,,15.0,16.60000038,38.5,41.79999924,323739.4063,1104644,359207.1875,1225665,0.0,0,69034,235546.0,881.9299927,88193.0,300927,False,,Compliant,,6.33,0.29
19839,2016,Multifamily LR (1-4),Low-Rise Multifamily,Embassy,1420 Boren Ave,98101.0,7,EAST,47.61309,-122.32839,1925,1.0,3,21712,0,Multifamily Housing,Multifamily Housing,21712.0,,,,,,93.0,56.40000153,62.0,91.5,98.69999695,1224685.125,4178799,1346638.75,4594922,0.0,0,98205,335078.0,8896.070313,889607.0,3035465,False,,Compliant,,49.58,2.28
19841,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Villa,1106 Pike St.,98101.0,7,EAST,47.61378,-122.32875,1908,1.0,5,53232,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,39530.0,Retail Store,7865.0,Parking,4385.0,,,37.09999847,38.90000153,91.09999847,95.0,1759518.5,6003726,1842865.875,6288119,0.0,0,346086,1180845.0,5786.730469,578673.0,1974514,False,,Compliant,,38.97,0.73
19845,2016,NonResidential,Retail Store,000956-Seattle,4900 25th Ave Ne,98105.0,4,NORTHEAST,47.6646,-122.29932,1996,1.0,1,25735,0,Retail Store,Retail Store,25691.0,,,,,2013,82.0,45.5,48.5,125.4000015,128.5,1169394.875,3990140,1245673.0,4250412,0.0,0,279512,953695.0,2157.0,215700.0,735998,False,,Compliant,,18.1,0.7
19846,2016,Multifamily LR (1-4),Low-Rise Multifamily,Blakeley Manor,2401 NE Blakeley St,98105.0,4,NORTHEAST,47.6657,-122.3017,1984,1.0,4,57856,0,Multifamily Housing,Multifamily Housing,59742.0,,,,,,59.0,28.0,29.79999924,88.09999847,93.69999695,1675510.875,5717080,1782454.25,6081986,0.0,0,491064,1675511.0,0.0,0.0,0,False,,Compliant,,11.68,0.2
19847,2016,NonResidential,Retail Store,EAST BLDG N,2660 NE University Village Street,98105.0,4,NORTHEAST,47.66246,-122.29898,1956,1.0,2,25862,0,"Other, Retail Store",Retail Store,25562.0,Other,300.0,,,,20.0,185.6999969,184.3000031,371.6000061,367.2000122,4801472.0,16383302,4765879.0,16261853,0.0,0,640540,2185523.0,26159.49023,2615949.0,8925988,False,,Compliant,,154.17,5.96
19848,2016,NonResidential,Retail Store,EAST BLDG S,2690 NE University Village Street,98105.0,4,NORTHEAST,47.66246,-122.29898,2003,1.0,2,49965,0,"Other, Retail Store",Retail Store,47465.0,Other,2500.0,,,,82.0,67.59999847,68.5,206.8000031,207.8000031,3377209.75,11523517,3424428.0,11684633,0.0,0,951698,3247196.0,1300.129883,130013.0,443622,False,,Compliant,,29.54,0.59
