OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
651,2016,NonResidential,Medical Office,BMR-530 Fairview Avenue LLC,530 Fairview Avenue North,98109.0,7.0,LAKE UNION,47.62395,-122.33391999999999,2008.0,1.0,5.0,129093,39902.0,"Medical Office, Other, Parking",Medical Office,89131.0,Parking,37652.0,Other,5615.0,,6.0,203.1999969,210.0,473.6000061000001,480.79998780000005,19248732.0,19892050.0,0.0,3458477.0,11800324.0,74484.07031,7448407.0,False,Compliant,,477.85,3.7
652,2016,NonResidential,Large Office,West Seattle Corporate Center,4025 Delridge Way SW,98106.0,1.0,DELRIDGE,47.56787,-122.36419,1991.0,1.0,5.0,138106,16221.0,"Office, Parking",Office,119083.0,Parking,16221.0,,,,41.0,70.40000153,70.40000153,221.0,221.0,8381834.5,8381834.5,0.0,2456574.75,8381833.0,0.0,0.0,False,Compliant,,58.43,0.42
654,2016,NonResidential,Retail Store,AIRPORT WAY SOUTH,4101 - 4111 AIRPORT WAY S,98108.0,2.0,GREATER DUWAMISH,47.56664,-122.32346000000001,1973.0,1.0,1.0,56572,0.0,Retail Store,Retail Store,56576.0,,,,,,66.0,42.59999847,44.90000153,93.30000305,95.69999695,2409429.0,2540840.5,0.0,385429.3125,1315085.0,10943.44043,1094344.0,False,Compliant,,67.29,1.19
655,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Tashiro_kaplan,101 Prefontaine PL S,98104.0,7.0,DOWNTOWN,47.60138,-122.32996999999999,2002.0,1.0,6.0,117950,11210.0,"Multifamily Housing, Other - Lodging/Residential, Parking",Multifamily Housing,117950.0,,,,,,55.0,27.0,29.10000038,83.69999695,89.90000153,3187950.75,3434358.5,0.0,914822.8125,3121375.0,665.75,66575.0,False,Compliant,,25.3,0.21
656,2016,NonResidential,Medical Office,Arnold Pavilion,1221 Madison Street,98104.0,3.0,EAST,47.609790000000004,-122.32298,2004.0,1.0,0.0,225982,0.0,Medical Office,Medical Office,200184.0,,,,,,53.0,102.6999969,103.6999969,246.89999390000003,245.3000031,20560622.0,20764814.0,7815663.0,3735333.25,12744957.0,0.0,0.0,False,Compliant,,692.12,3.06
657,2016,NonResidential,Mixed Use Property,2200 Westlake - SEDO,2200 Westlake Ave.,98121.0,7.0,DOWNTOWN,47.61783,-122.33729,2006.0,0.0,0.0,516407,0.0,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,385196.0,Multifamily Housing,340236.0,Hotel,67627.0,,31.0,76.30000305,78.90000153,199.1999969,202.0,39403320.0,40754364.0,0.0,8626261.0,29432803.0,99705.11719,9970512.0,False,Compliant,,734.72,1.42
658,2016,NonResidential,Large Office,505 Union Station - SEDO,505 5th Ave. South,98104.0,2.0,DOWNTOWN,47.59794,-122.32767,2000.0,1.0,11.0,312512,0.0,"Data Center, Office, Restaurant",Office,303312.0,Data Center,4738.0,Restaurant,4462.0,,,82.40000153,82.40000153,257.7999878,257.7999878,25747022.0,25747022.0,0.0,7508547.5,25619164.0,1278.549927,127855.0,False,Compliant,,185.39,0.59
659,2016,NonResidential,Large Office,Russell Investments Center,1301 2nd Ave,98101.0,7.0,DOWNTOWN,47.6074,-122.33776999999999,2005.0,1.0,42.0,1592914,0.0,"Data Center, Financial Office, Office, Parking, Restaurant",Office,914832.0,Parking,348788.0,Financial Office,303910.0,201620142012201120082007,97.0,45.29999924,45.5,140.0,140.1999969,56498868.0,56785916.0,986403.1875,16155898.0,55123924.0,3885.3168950000004,388532.0,False,Compliant,,481.06,0.3
660,2016,NonResidential,Small- and Mid-Sized Office,1505 5th Ave,1505 5th Ave.,98101.0,7.0,DOWNTOWN,47.61077,-122.3361,1926.0,1.0,6.0,97720,0.0,"Data Center, Office, Retail Store",Office,51881.0,Data Center,11999.0,Retail Store,9713.0,,,33.70000076,33.70000076,105.6999969,105.6999969,2478025.25,2478025.25,0.0,726267.625,2478025.0,0.0,0.0,False,Compliant,,17.28,0.18
661,2016,NonResidential,Medical Office,Elmer J. Nordstrom Medical Tower,1229 madison Street,98104.0,3.0,EAST,47.61002,-122.32222,1985.0,1.0,10.0,422503,206580.0,Medical Office,Medical Office,197408.0,,,,,,46.0,87.40000153,87.40000153,264.7000122,264.7000122,17254810.0,17254810.0,994154.3125,4765725.0,16260654.0,0.0,0.0,False,Compliant,,190.1,0.45
671,2016,NonResidential,Medical Office,Jefferson Tower,1600 E Jefferson St,98122.0,3.0,CENTRAL,47.60649,-122.31121,1987.0,1.0,7.0,94500,0.0,Medical Office,Medical Office,113739.0,,,,,,68.0,50.90000153,50.5,159.8999939,158.5,5792926.0,5739540.0,0.0,1697809.25,5792925.0,0.0,0.0,False,Compliant,,40.38,0.43
673,2016,NonResidential,Retail Store,#8944 West Seattle,7345 Delridge Way SW,98106.0,1.0,DELRIDGE,47.53655,-122.36377,2005.0,0.0,1.0,94713,0.0,Retail Store,Retail Store,109758.0,,,,,,79.0,49.40000153,53.0,131.5,135.3000031,5417598.0,5820712.5,0.0,1225938.125,4182901.0,12346.9668,1234697.0,False,Compliant,,94.74,1.0
674,2016,NonResidential,Medical Office,7th and Madison,904   7th Ave.,98122.0,7.0,EAST,47.60707,-122.3288,2008.0,1.0,9.0,302902,101342.0,"Medical Office, Parking",Medical Office,201365.0,Parking,86270.0,,,,58.0,73.30000305,73.5,223.8000031,224.10000609999997,14751117.0,14802479.0,0.0,4148730.5,14155468.0,5956.470215,595647.0,False,Compliant,,130.32,0.43
677,2016,NonResidential,Medical Office,Cabrini Medical Tower,901 Boren Avenue,98104.0,3.0,EAST,47.60883,-122.32493999999998,1973.0,1.0,19.0,319911,156407.0,"Medical Office, Parking",Medical Office,170727.0,Parking,69171.0,,,,50.0,88.30000305,90.69999695,236.3000031,238.5,15067340.0,15490998.0,3593940.25,3362660.75,11473398.0,0.0,0.0,False,Compliant,,357.39,1.12
678,2016,NonResidential,Large Office,Colman Building,"811 First Avenue, Suite 350",98104.0,7.0,DOWNTOWN,47.60353,-122.33558000000001,1900.0,1.0,6.0,205521,0.0,"Office, Retail Store",Office,114919.0,Retail Store,28643.0,,,,94.0,56.70000076,58.90000153,124.6999969,127.40000149999999,8138616.5,8455976.0,2068666.75,1267877.25,4325997.0,17439.51953,1743952.0,False,Compliant,,282.46,1.37
679,2016,NonResidential,Small- and Mid-Sized Office,Mutual Life Building,605 First Avenue,98104.0,7.0,DOWNTOWN,47.60197,-122.33436999999999,1900.0,1.0,6.0,56700,0.0,"Office, Retail Store",Office,46000.0,Retail Store,10500.0,,,,55.0,54.29999924,54.29999924,170.3999939,170.3999939,3065954.5,3065954.5,0.0,898579.6875,3065954.0,0.0,0.0,False,Compliant,,21.37,0.38
680,2016,NonResidential,Small- and Mid-Sized Office,RDA Building,800 Maynard Ave S,98134.0,2.0,GREATER DUWAMISH,47.59554,-122.32471000000001,1925.0,1.0,4.0,72000,0.0,Office,Office,72000.0,,,,,,89.0,37.90000153,38.0,116.1999969,116.40000149999999,2729167.75,2739121.5,0.0,771568.375,2632591.0,965.7600097999999,96576.0,False,Compliant,,23.48,0.33
681,2016,NonResidential,Large Office,1633 Westlake Building,1633 Westlake Avenue North,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078000000001,2000.0,1.0,4.0,191146,94892.0,"Office, Parking",Office,103000.0,Parking,80000.0,,,,93.0,49.5,49.5,155.5,155.5,5101504.5,5101504.5,0.0,1495165.25,5101504.0,0.0,0.0,False,Compliant,,35.56,0.19
682,2016,NonResidential,Other,West Seattle Fitness,2629 SW Andover Street,98121.0,1.0,DELRIDGE,47.56797,-122.36711000000001,2001.0,1.0,3.0,68763,11527.0,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,,,180.6000061,191.8999939,343.10000610000003,355.0,9029489.0,9596839.0,0.0,1075838.875,3670762.0,53587.26172,5358726.0,False,Compliant,,310.19,4.51
683,2016,NonResidential,Other,Rainier Square Plaza,3820 Rainier Ave S,98118.0,2.0,SOUTHEAST,47.56961,-122.28881000000001,1994.0,3.0,1.0,102133,0.0,"Parking, Strip Mall",Strip Mall,107427.0,Parking,0.0,,,,,192.8999939,199.3000031,443.0,447.6000061000001,20725996.0,21406232.0,0.0,3621616.75,12356956.0,83690.375,8369038.0,False,Compliant,,530.62,5.2
684,2016,Multifamily HR (10+),High-Rise Multifamily,Legacy Centre & Arbor Place Tower,2505 2nd Ave,98121.0,7.0,DOWNTOWN,47.61534,-122.34844,1989.0,1.0,26.0,358176,81679.0,"Medical Office, Multifamily Housing, Office, Other, Parking",Multifamily Housing,198911.0,Parking,81769.0,Office,59371.0,,85.0,30.39999962,31.10000038,95.40000153,97.59999847,8393893.0,8594217.0,0.0,2460109.0,8393892.0,0.0,0.0,False,Compliant,,58.52,0.16
685,2016,NonResidential,Large Office,818 Stewart,818 Stewart Street,98101.0,7.0,DOWNTOWN,47.61567,-122.33503,2008.0,1.0,14.0,362046,0.0,"Office, Other, Parking",Office,232443.0,Parking,97874.0,Other,3534.0,20172015,86.0,66.59999847,66.59999847,207.8000031,207.8000031,15725581.0,15725581.0,0.0,4562412.5,15566951.0,1586.27002,158627.0,False,Compliant,,116.95,0.32
688,2016,Multifamily MR (5-9),Mid-Rise Multifamily,ID Village Square 2,721 S. Lane St.,98104.0,2.0,DOWNTOWN,47.59625,-122.32283000000001,2002.0,1.0,5.0,228288,32295.0,"Library, Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking, Restaurant",Multifamily Housing,80298.0,Parking,29050.0,Other - Entertainment/Public Assembly,16116.0,,,55.59999847,58.5,0.0,0.0,5974993.5,6284895.5,0.0,576479.3125,1966947.0,0.0,0.0,False,Compliant,,13.71,0.06
689,2016,NonResidential,Other,Marketplace at Queen Anne,600 1st Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.624759999999995,-122.35521000000001,1994.0,3.0,2.0,81336,0.0,Lifestyle Center,Lifestyle Center,81385.0,,,,,,,160.8000031,164.1999969,405.2999878,406.2000122,13085297.0,13360349.0,0.0,2698352.0,9206777.0,38785.1875,3878519.0,False,Compliant,,270.17,3.32
690,2016,NonResidential,Large Office,One Convention Place,701 Pike Street,98101.0,7.0,DOWNTOWN,47.6115,-122.33278,2001.0,1.0,23.0,538933,0.0,"Office, Parking",Office,366554.0,Parking,122821.0,,,2017201520142013201120092008,90.0,43.70000076,44.59999847,137.1999969,140.0,16020642.0,16339807.0,0.0,4695381.0,16020640.0,0.0,0.0,False,Compliant,,111.69,0.21
691,2016,Multifamily HR (10+),High-Rise Multifamily,(ID691) OLYMPIC TOWER CONDOMINIUM,217 PINE ST,98101.0,7.0,DOWNTOWN,47.6103,-122.33878999999999,1929.0,1.0,13.0,99470,0.0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,79470.0,Parking,11000.0,Retail Store,9000.0,,,69.40000153,72.19999695,168.8000031,171.8000031,6136327.5,6387541.5,0.0,1191086.125,4063986.0,20723.41211,2072341.0,False,Compliant,,138.39,1.39
692,2016,NonResidential,Other,2323 Elliott,2323 Elliott Avenue,98121.0,7.0,DOWNTOWN,47.61234,-122.34897,1983.0,1.0,6.0,275982,197130.0,"Office, Parking",Parking,197040.0,Office,78852.0,,,,,66.40000153,66.40000153,208.3999939,208.3999939,5233553.5,5233553.5,0.0,1533866.75,5233553.0,0.0,0.0,False,Compliant,,36.49,0.13
693,2016,NonResidential,Small- and Mid-Sized Office,Queen Anne Square East (200),200 W Mercer St,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.624970000000005,-122.35965,1982.0,1.0,5.0,98668,0.0,Office,Office,98668.0,,,,,2016201520142013201220102009,91.0,44.5,44.5,139.6999969,139.8999939,4391348.0,4395027.0,0.0,1287030.375,4391348.0,0.0,0.0,False,Compliant,,30.61,0.31
694,2016,NonResidential,Large Office,Rainier Brewery,3100 Airport Way South,98134.0,2.0,GREATER DUWAMISH,47.57639,-122.32072,2007.0,1.0,1.0,158931,28381.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,,12.0,67.69999695,72.19999695,199.3000031,210.39999390000003,8751704.0,9336260.0,0.0,2326567.5,7938248.0,8134.549805,813455.0,False,Compliant,,98.54,0.62
696,2016,NonResidential,Large Office,"Ocean Beauty Seafoods, LLC",1100 W Ewing St,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.65692,-122.37058999999999,1978.0,1.0,1.0,105100,0.0,Office,Office,105100.0,,,,,,1.0,210.10000609999997,214.8000031,571.7000122000001,576.5999756,22078064.0,22571400.0,0.0,5175177.5,17657706.0,44203.57031,4420357.0,False,Compliant,,357.86,3.4
701,2016,NonResidential,Retail Store,Elliot Industrial,1523-1541 15th Ave West,98121.0,7.0,MAGNOLIA / QUEEN ANNE,47.63284,-122.37711999999999,1978.0,1.0,1.0,50660,0.0,Retail Store,Retail Store,50660.0,,,,,,51.0,52.5,58.40000153,127.3000031,133.1000061,2661488.0,2956254.5,0.0,512301.8125,1747974.0,9135.139648,913514.0,False,Compliant,,60.7,1.2
702,2016,NonResidential,Small- and Mid-Sized Office,Hays Elliot,1461-1489 Elliot Ave W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1937.0,1.0,2.0,61929,0.0,Office,Office,39879.0,,,,,,59.0,55.20000076,60.70000076,127.59999850000001,133.3999939,2203026.5,2421613.25,0.0,389230.5,1328054.0,8749.719727,874972.0,False,Compliant,,55.73,0.9
703,2016,NonResidential,Large Office,501 Elliott Ave West,501 Elliot Ave West,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.623020000000004,-122.36476,2000.0,1.0,4.0,165111,55000.0,"Data Center, Office, Parking",Office,104667.0,Parking,55000.0,Data Center,5444.0,,1.0,231.39999390000003,231.39999390000003,726.5999756,726.5999756,25478086.0,25478086.0,0.0,7467199.0,25478083.0,0.0,0.0,False,Compliant,,177.62,1.08
704,2016,NonResidential,Large Office,401 Elliott Ave West,401 Elliot Ave West,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62235,-122.36378,2000.0,1.0,4.0,129551,42500.0,"Data Center, Office, Parking",Office,82273.0,Parking,42500.0,Data Center,4778.0,,1.0,311.7000122,311.7000122,978.9000243999999,978.9000243999999,27137190.0,27137190.0,0.0,7953454.5,27137187.0,0.0,0.0,False,Non-Compliant,High outlier,189.18,1.46
19755,2016,NonResidential,Small- and Mid-Sized Office,"2607 Building, LLC",2607 2nd Avenue,98121.0,7.0,DOWNTOWN,47.61588,-122.34965,1925.0,1.0,3.0,20565,0.0,Office,Office,20565.0,,,,,,65.0,39.0,40.40000153,122.5,126.6999969,802312.5,830100.0,0.0,235144.2969,802312.0,0.0,0.0,False,Compliant,,5.59,0.27
705,2016,NonResidential,Large Office,351 Elliott Ave West,351 Elliot Ave West,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,2000.0,1.0,5.0,159937,55971.0,"Office, Parking",Office,106449.0,Parking,50258.0,,,,63.0,73.80000305,73.80000305,231.8000031,231.8000031,7857972.5,7857972.5,0.0,2303039.75,7857972.0,0.0,0.0,False,Compliant,,54.78,0.34
706,2016,NonResidential,Large Office,333 Elliott West,333 Elliott Ave W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,2008.0,1.0,5.0,183964,46763.0,"Data Center, Office, Parking",Office,133451.0,Parking,46763.0,Data Center,3750.0,,56.0,108.3000031,108.3000031,340.0,340.0,14856199.0,14856199.0,0.0,4354102.5,14856198.0,0.0,0.0,False,Compliant,,103.57,0.56
707,2016,NonResidential,Large Office,101 ELLIOTT AVENUE WEST,101 Elliott Ave West,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958000000001,1986.0,1.0,5.0,208210,78848.0,"Office, Parking",Office,109978.0,Parking,78848.0,,,2016201120102009,95.0,50.09999847,52.70000076,125.1999969,127.90000149999999,5514308.5,5799664.5,0.0,1118781.0,3817281.0,16970.26953,1697027.0,False,Compliant,,116.74,0.56
708,2016,NonResidential,Large Office,3131 Elliott Avenue,3131 Elliott Avenue,98121.0,7.0,DOWNTOWN,47.61813,-122.35833000000001,1986.0,1.0,7.0,277486,80283.0,"Office, Other, Parking",Office,178625.0,Parking,87624.0,Other,14653.0,,63.0,65.90000153,65.90000153,206.8000031,206.8000031,12729858.0,12729858.0,0.0,3730907.5,12729856.0,0.0,0.0,False,Compliant,,88.74,0.32
709,2016,NonResidential,Large Office,Pier 69 Corporate HQ,2711 Alaskan Way,98121.0,7.0,DOWNTOWN,47.614,-122.35375,1993.0,1.0,3.0,187130,0.0,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,171783.0,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,2010,77.0,52.59999847,54.59999847,165.1000061,171.6000061,10053489.0,10445641.0,0.0,2946508.75,10053488.0,0.0,0.0,False,Compliant,,70.09,0.37
710,2016,NonResidential,Large Office,World Trade Center - North,2401 Elliott Avenue,98121.0,7.0,DOWNTOWN,47.61287,-122.35022,2000.0,1.0,5.0,251044,117867.0,"Data Center, Office",Office,126218.0,Data Center,12717.0,,,2016201520122009,99.0,123.6999969,123.6999969,388.39999389999997,388.39999389999997,17186624.0,17186624.0,0.0,5037111.0,17186623.0,0.0,0.0,False,Compliant,,119.81,0.48
711,2016,NonResidential,Warehouse,08495-Pier 57,1334 Alaskan Way,98101.0,7.0,DOWNTOWN,47.60703,-122.34038000000001,1912.0,1.0,5.0,154330,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,95330.0,,,,,,81.0,13.19999981,14.80000019,41.59999847,46.5,1262235.25,1411471.75,0.0,369939.9063,1262235.0,0.0,0.0,False,Compliant,,8.8,0.06
712,2016,NonResidential,Large Office,51 University,51 University,98006.0,7.0,DOWNTOWN,47.60604,-122.33948000000001,1918.0,1.0,6.0,108245,14690.0,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,Adult Education,14621.0,Parking,12359.0,,,45.79999924,47.5,138.6999969,144.0,4515180.5,4682152.5,266262.0,1245286.625,4248918.0,0.0,0.0,False,Compliant,,50.17,0.46
713,2016,NonResidential,Large Office,National Building,1008 Western Ave,98104.0,7.0,DOWNTOWN,47.6047,-122.33738999999998,1905.0,1.0,6.0,167860,0.0,"Data Center, Office, Retail Store",Office,110370.0,Retail Store,19801.0,Data Center,634.0,,70.0,52.0,53.90000153,163.1999969,169.1999969,6797647.0,7046428.5,0.0,1992276.125,6797646.0,0.0,0.0,False,Compliant,,47.39,0.28
715,2016,NonResidential,Large Office,Polson Building,71 Columbia Street,98104.0,7.0,DOWNTOWN,47.602470000000004,-122.33621000000001,1910.0,1.0,6.0,112560,0.0,"Office, Retail Store",Office,80400.0,Retail Store,16080.0,,,,86.0,51.29999924,54.59999847,131.3000031,134.3000031,4946798.5,5268183.0,0.0,1047485.313,3574020.0,13727.78027,1372778.0,False,Compliant,,97.82,0.87
716,2016,NonResidential,Retail Store,Western Building,619 Western Avenue,98104.0,7.0,DOWNTOWN,47.60223,-122.33601999999999,1910.0,1.0,6.0,86204,0.0,Retail Store,Other,67670.0,Retail Store,13534.0,,,,89.0,43.5,45.0,596.7999877999999,594.5,3241917.0,3350477.0,0.0,655304.375,2235899.0,10060.18066,1006018.0,False,Compliant,,69.02,0.8
717,2016,Nonresidential COS,Warehouse,Airport Way Ctr - Bldg C,2203 Airport Way S,98134.0,2.0,GREATER DUWAMISH,47.5829,-122.32417,1985.0,1.0,2.0,145158,0.0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,101633.0,Office,48544.0,Other,10270.0,,51.0,52.29999924,53.70000076,146.8999939,148.0,8384523.0,8615958.0,0.0,2069794.125,7062138.0,13223.84766,1322385.0,False,Compliant,,119.46,0.82
718,2016,NonResidential,Large Office,Holgate Center,1737 Airport Way South,98134.0,2.0,GREATER DUWAMISH,47.58716,-122.32213999999999,1951.0,1.0,2.0,112896,0.0,"Office, Parking",Office,110746.0,Parking,57500.0,,,,66.0,92.90000153,95.90000153,256.6000061,258.7000122,10287986.0,10622784.0,0.0,2470454.0,8429189.0,18587.96875,1858797.0,False,Compliant,,157.48,1.39
719,2016,NonResidential,Distribution Center,MACMILLAN-PIPER EYRES WAREHOUSE,1762 6th Ave S,98134.0,2.0,GREATER DUWAMISH,47.58685,-122.32501,1960.0,1.0,1.0,110613,0.0,"Distribution Center, Office",Distribution Center,99551.0,Office,11061.0,,,,95.0,9.199999809,9.199999809,28.79999924,28.79999924,1015060.188,1015060.188,0.0,297497.0938,1015060.0,0.0,0.0,False,Compliant,,7.08,0.06
720,2016,NonResidential,Warehouse,6th & Holgate Building,1930 6th Ave. South,98103.0,2.0,GREATER DUWAMISH,47.58553,-122.32511000000001,1951.0,1.0,4.0,149881,0.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,119593.0,Office,30288.0,,,,97.0,16.10000038,19.10000038,26.79999924,29.89999962,2417401.25,2869350.25,0.0,206641.0,705059.0,17123.41992,1712342.0,False,Compliant,,95.86,0.64
722,2016,NonResidential,Warehouse,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,2440 6TH AVE S,98121.0,2.0,GREATER DUWAMISH,47.580420000000004,-122.32552,1951.0,1.0,3.0,98220,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,129420.0,,,,,,12.0,50.0,50.70000076,146.3999939,147.1000061,6468090.0,6562048.5,0.0,1703866.125,5813591.0,6544.97998,654498.0,False,Compliant,,75.29,0.77
723,2016,NonResidential,Distribution Center,North Coast Electric,2450 8th Ave S,98134.0,2.0,GREATER DUWAMISH,47.58096,-122.32313,1970.0,1.0,1.0,84420,0.0,"Distribution Center, Office, Retail Store",Distribution Center,44300.0,Office,24838.0,Retail Store,12349.0,,55.0,35.0,35.40000153,109.8000031,111.09999850000001,2848317.25,2882685.0,0.0,834793.875,2848317.0,0.0,0.0,False,Compliant,,19.86,0.24
725,2016,NonResidential,Distribution Center,Pacific Millennial Realty LLC,3623 6th Ave S,98134.0,2.0,GREATER DUWAMISH,47.57055,-122.3267,1961.0,1.0,1.0,73335,0.0,"Distribution Center, Parking",Distribution Center,73335.0,Parking,0.0,,,,,70.90000153,74.5,148.6999969,152.5,5197118.0,5459973.5,0.0,764020.6875,2606839.0,25902.79297,2590279.0,False,Compliant,,155.74,2.12
727,2016,NonResidential,Distribution Center,2700 4th Ave S (Best Fixture/Filson),2700 4th Ave S,98134.0,2.0,GREATER DUWAMISH,47.5794,-122.32848,1928.0,1.0,2.0,56876,0.0,"Distribution Center, Office, Retail Store",Distribution Center,48400.0,Office,4276.0,Retail Store,4200.0,,,31.5,35.40000153,70.19999695,74.40000153,1791715.625,2015776.625,0.0,296390.1875,1011283.0,7804.320312999999,780432.0,False,Compliant,,48.5,0.85
728,2016,NonResidential,Warehouse,Pacific Iron & Metal,2230 4th Ave S,98134.0,2.0,GREATER DUWAMISH,47.582409999999996,-122.32866000000001,1931.0,1.0,2.0,61200,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61200.0,,,,,,16.0,80.30000305,86.40000153,145.1999969,151.6000061,4912143.0,5285776.5,0.0,522538.6875,1782902.0,31292.4082,3129241.0,False,Compliant,,178.62,2.92
729,2016,NonResidential,Distribution Center,Gensco Incorporated,1703 6th Ave S,98134.0,2.0,GREATER DUWAMISH,47.587720000000004,-122.32686000000001,1987.0,1.0,1.0,111908,0.0,Distribution Center,Distribution Center,109090.0,,,,,,87.0,14.30000019,15.30000019,35.09999847,36.20000076,1555420.25,1667059.125,0.0,307886.3125,1050508.0,5049.119629,504912.0,False,Compliant,,34.14,0.31
730,2016,NonResidential,Other,(ID#730)Campus 4:KC Metro Transit Ryerson Base,1200 4TH AVE S,98134.0,2.0,GREATER DUWAMISH,47.5908,-122.32828,1986.0,3.0,2.0,63644,0.0,"Other - Public Services, Parking",Other - Public Services,65700.0,Parking,0.0,,,,,104.4000015,113.40000149999999,244.60000609999997,254.0,6858533.5,7448018.0,0.0,1243467.5,4242711.0,26158.2207,2615822.0,False,Compliant,,168.5,2.65
731,2016,NonResidential,Mixed Use Property,SALVATION ARMY (ID#731),1000 4TH AVE S,98134.0,2.0,GREATER DUWAMISH,47.594390000000004,-122.32838999999998,1930.0,3.0,2.0,108753,18860.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,,,33.5,34.20000076,105.09999850000001,107.3000031,3639670.25,3714717.25,0.0,1066726.25,3639670.0,0.0,0.0,False,Compliant,,25.37,0.23
732,2016,NonResidential,Supermarket / Grocery Store,70100122-Greenwood,100 NW 85th Street,98117.0,6.0,NORTHWEST,47.69197,-122.35876999999999,1970.0,1.0,1.0,141890,35545.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,,91.0,100.0,103.0,266.6000061,269.7999878,16865978.0,17384564.0,0.0,3825269.5,13051820.0,38141.5625,3814156.0,False,Compliant,,293.56,2.07
734,2016,NonResidential,Small- and Mid-Sized Office,1455 Leary,1455 NW Leary Way,98107.0,6.0,BALLARD,47.6633,-122.37548999999999,2001.0,1.0,4.0,92092,21055.0,Office,Office,70074.0,,,,,,5.0,68.69999695,68.69999695,215.89999390000003,215.89999390000003,4817062.0,4817062.0,0.0,1411800.0,4817062.0,0.0,0.0,False,Compliant,,33.58,0.36
735,2016,NonResidential,Warehouse,Seattle Marine & Fishing Supply Co.,2121 West Commodore Way,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.6592,-122.38436999999999,1974.0,0.0,3.0,56259,0.0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,31582.0,Retail Store,20962.0,Office,3715.0,,,41.70000076,47.70000076,74.19999695,80.5,2346571.5,2685146.5,0.0,239653.2969,817697.0,15288.74121,1528874.0,False,Compliant,,86.9,1.54
738,2016,NonResidential,Other,UW Benjamin Hall IRB,616 NE Northlake Place,98105.0,4.0,NORTHEAST,47.65529,-122.32133,2006.0,1.0,6.0,143439,0.0,"Other, Parking",Other,119570.0,Parking,23869.0,,,,,214.39999390000003,215.1999969,471.6000061000001,463.1000061000001,25631512.0,25736450.0,0.0,4132699.5,14100771.0,115307.4063,11530741.0,False,Compliant,,710.7,4.95
