OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
23106,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Harbor Park Condo HOA,1727 Harbor AVE  SW,98126.0,1.0,SOUTHWEST,47.59,-122.38,1973.0,2.0,5.0,63414,6181.0,Multifamily Housing,Multifamily Housing,63414.0,,,,,,10.0,36.3,39.2,93.4,99.5,2299216.0,2486479.0,0.0,492359.59,1679931.0,6192.85,619285.0,False,Compliant,,44.6,0.7
23107,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Harbor Place Condominium,3318 30th Ave SW,98126.0,1.0,SOUTHWEST,47.57,-122.37,2000.0,1.0,6.0,68400,0.0,Multifamily Housing,Multifamily Housing,68400.0,,,,,,85.0,34.3,35.0,107.6,110.0,1167734.75,1194171.25,0.0,342243.41,1167735.0,0.0,0.0,False,Compliant,,8.14,0.12
23108,2016,Multifamily LR (1-4),Low-Rise Multifamily,Harbor Pointe,2611 Eastlake Ave East,98102.0,4.0,LAKE UNION,47.64,-122.33,1986.0,1.0,4.0,25440,7600.0,"Multifamily Housing, Parking",Multifamily Housing,21200.0,Parking,7600.0,,,,83.0,29.4,31.8,92.4,100.0,623526.62,674995.5,0.0,182745.2,623527.0,0.0,0.0,False,Compliant,,4.35,0.17
23109,2016,Multifamily LR (1-4),Low-Rise Multifamily,Harbour House,300 Lakeside Ave S,98144.0,3.0,CENTRAL,47.6,-122.29,1986.0,1.0,3.0,33331,0.0,"Multifamily Housing, Parking",Multifamily Housing,27791.0,Parking,5540.0,,,,,28.0,29.1,87.8,91.4,776996.88,808540.5,0.0,227724.7,776997.0,0.0,0.0,False,Compliant,,5.42,0.16
23110,2016,Multifamily LR (1-4),Low-Rise Multifamily,Harbor West Condominium,3717 Beach Drive SW,98116.0,1.0,SOUTHWEST,47.57,-122.41,1968.0,1.0,3.0,68815,0.0,Multifamily Housing,Multifamily Housing,68815.0,,,,,,64.0,24.7,25.7,77.7,80.7,1702992.0,1769178.25,0.0,499118.41,1702992.0,0.0,0.0,False,Compliant,,11.87,0.17
23111,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Harbour Vista Condominium,1019 Harbor Avenue SW,98116.0,1.0,SOUTHWEST,47.59,-122.38,1994.0,1.0,6.0,31027,0.0,Multifamily Housing,Multifamily Housing,33500.0,,,,,,,29.6,31.4,82.3,87.3,991759.12,1052068.5,0.0,240503.8,820599.0,1711.6,171160.0,False,Compliant,,14.81,0.48
23113,2016,NonResidential,Medical Office,Central Campus,201 16th Ave. E.,98112.0,3.0,EAST,47.62,-122.31,1964.0,1.0,3.0,591981,0.0,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,,60.0,173.4,175.7,351.6,351.0,102673696.0,103985264.0,0.0,14068667.0,48002292.0,546713.94,54671394.0,False,Compliant,,3238.24,5.47
23115,2016,NonResidential,Distribution Center,Intermountain Supply,7901 1st Ave South,98108.0,1.0,DELRIDGE,47.53,-122.34,1979.0,1.0,1.0,42900,0.0,Distribution Center,Distribution Center,43050.0,,,,,,53.0,10.1,10.7,31.8,33.6,436252.5,461205.59,0.0,127858.3,436253.0,0.0,0.0,False,Compliant,,3.04,0.07
23117,2016,Campus,Other,Joint Training Facilities Campus,9401 Myers Way S,98108.0,1.0,DELRIDGE,47.52,-122.33,2005.0,5.0,1.0,57952,0.0,Adult Education,Adult Education,57952.0,,,,,,,53.3,57.8,109.2,113.8,3091387.5,3347245.25,0.0,432136.69,1474450.0,16169.37,1616937.0,False,Compliant,,96.15,1.66
23120,2016,NonResidential,Other,(ID23120) WASTE MANAGEMENT,8111 1ST AVE S,98108.0,1.0,DELRIDGE,47.53,-122.34,1971.0,1.0,1.0,26232,0.0,"Office, Other - Services",Other - Services,18262.0,Office,7970.0,,,,,118.0,126.4,195.7,205.3,3094090.0,3315521.5,0.0,264384.81,902081.0,21920.09,2192009.0,False,Compliant,,122.71,4.68
23125,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Arrowhead Gardens Apartments,9220 2nd Avenue SW,98106.0,1.0,DELRIDGE,47.52,-122.34,2010.0,1.0,6.0,435501,0.0,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,338660.0,Parking,39820.0,Office,25747.0,,94.0,35.7,38.1,86.2,91.9,13223740.0,14085977.0,0.0,2523485.5,8610133.0,46136.07,4613607.0,False,Compliant,,305.05,0.7
23128,2016,Multifamily LR (1-4),Low-Rise Multifamily,Greenlake Terrace Condo HOA,7320 E Greenlake Dr N,98115.0,6.0,NORTHWEST,47.68,-122.33,1972.0,1.0,4.0,25472,3000.0,Multifamily Housing,Multifamily Housing,20842.0,,,,,,,17.5,18.7,55.0,58.6,364966.91,389163.0,0.0,106965.7,364967.0,0.0,0.0,False,Compliant,,2.54,0.1
23130,2016,Multifamily LR (1-4),Low-Rise Multifamily,Greenlake Vista,7850 East Green Lake Dr N,98103.0,6.0,NORTHWEST,47.69,-122.34,1978.0,1.0,4.0,28918,0.0,Multifamily Housing,Multifamily Housing,28918.0,,,,,,,26.2,27.4,80.5,84.0,756337.81,791132.62,0.0,215088.09,733881.0,224.57,22457.0,False,Compliant,,6.31,0.22
23132,2016,Multifamily LR (1-4),Low-Rise Multifamily,Greentree,7100 Greenwood Ave N,98103.0,6.0,NORTHWEST,47.68,-122.35,1990.0,1.0,4.0,43035,0.0,"Multifamily Housing, Parking",Multifamily Housing,28543.0,Parking,10807.0,,,,77.0,29.1,30.2,91.5,94.8,831855.88,862168.0,0.0,243803.0,831856.0,0.0,0.0,False,Compliant,,5.8,0.13
23158,2016,NonResidential,Warehouse,KOF Associates,1239 S. King St.,98144.0,3.0,DOWNTOWN,47.6,-122.32,1956.0,1.0,2.0,25840,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25840.0,,,,,,92.0,12.1,12.0,38.1,37.7,313528.09,310602.31,0.0,91889.8,313528.0,0.0,0.0,False,Compliant,,2.19,0.08
23161,2016,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,606 12th Ave S,98144.0,2.0,DOWNTOWN,47.6,-122.32,1988.0,1.0,1.0,45145,0.0,Office,Office,43813.0,,,,,,,29.0,32.1,54.9,57.8,1268459.0,1405510.25,0.0,150788.7,514491.0,7539.68,753968.0,False,Compliant,,43.63,0.97
23162,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Leschi House,1011 S Weller St,98104.0,2.0,DOWNTOWN,47.6,-122.32,1988.0,1.0,6.0,68669,0.0,Multifamily Housing,Multifamily Housing,68669.0,,,,,,81.0,25.3,26.9,79.3,84.6,1734822.38,1849454.0,0.0,508447.31,1734822.0,0.0,0.0,False,Compliant,,12.09,0.18
23164,2016,NonResidential,Small- and Mid-Sized Office,The Weller Building,1225 S Weller Street,98144.0,3.0,DOWNTOWN,47.6,-122.32,2001.0,1.0,5.0,70332,22095.0,"Office, Parking",Office,44417.0,Parking,25915.0,,,,89.0,44.6,45.0,134.6,135.1,1981115.25,2000777.25,0.0,546923.81,1866104.0,1150.11,115011.0,False,Compliant,,19.12,0.27
23166,2016,Multifamily LR (1-4),Low-Rise Multifamily,Taiyo Condo HOA,1700 12th Ave. S.,98144.0,2.0,GREATER DUWAMISH,47.59,-122.32,1992.0,1.0,3.0,24192,0.0,Multifamily Housing,Multifamily Housing,24192.0,,,,,,,20.7,22.1,65.1,69.4,501553.31,534824.81,0.0,146996.91,501553.0,0.0,0.0,False,Compliant,,3.5,0.14
23167,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Talisman,1000 Union ST,98101.0,7.0,EAST,47.61,-122.33,1965.0,1.0,5.0,44616,0.0,Multifamily Housing,Multifamily Housing,44616.0,,,,,,62.0,36.1,39.2,113.5,123.0,1612167.25,1747326.88,0.0,472499.19,1612167.0,0.0,0.0,False,Compliant,,11.24,0.25
23170,2016,Multifamily LR (1-4),Low-Rise Multifamily,The Court at Northgate,11300 3red Ave NE,98125.0,5.0,North,47.71,-122.32,1978.0,1.0,3.0,135955,0.0,"Multifamily Housing, Parking",Multifamily Housing,143098.0,Parking,0.0,,,,61.0,28.1,29.4,81.3,85.3,4027134.75,4210997.0,0.0,1037533.81,3540065.0,4870.69,487069.0,False,Compliant,,50.55,0.37
23172,2016,Multifamily LR (1-4),Low-Rise Multifamily,Tavona Condo HOA,3333 Wallingford Ave N,98103.0,4.0,LAKE UNION,47.65,-122.34,2005.0,1.0,4.0,66013,0.0,"Multifamily Housing, Parking",Multifamily Housing,48550.0,Parking,12032.0,,,,36.0,36.1,37.9,113.2,118.9,1750362.25,1838214.75,0.0,513001.81,1750362.0,0.0,0.0,False,Compliant,,12.2,0.18
23173,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Taylor HOA,1525 Taylor Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1960.0,1.0,5.0,21822,0.0,Multifamily Housing,Multifamily Housing,21822.0,,,,,,55.0,33.1,35.3,103.9,110.8,721983.5,770349.31,0.0,211601.2,721983.0,0.0,0.0,False,Compliant,,5.03,0.23
23174,2016,Multifamily LR (1-4),Mid-Rise Multifamily,Taylor Anne Condominium,1730 Taylor Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1969.0,1.0,5.0,30569,0.0,Multifamily Housing,Multifamily Housing,30921.0,,,,,,1.0,221.0,231.9,684.3,717.2,6834431.0,7169577.0,0.0,1961077.75,6691197.0,1432.33,143233.0,False,Non-Compliant,High outlier,54.25,1.77
23175,2016,Multifamily LR (1-4),Low-Rise Multifamily,(ID23175) Taylor Lee,1246 TAYLOR AVE N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1978.0,1.0,4.0,34590,0.0,Multifamily Housing,Multifamily Housing,34590.0,,,,,,67.0,19.1,20.3,59.9,63.9,659652.62,703658.0,0.0,193333.09,659653.0,0.0,0.0,False,Compliant,,4.6,0.13
23177,2016,Multifamily LR (1-4),Low-Rise Multifamily,Tangletown,2101 N 55th St,98103.0,6.0,Northwest,47.67,-122.33,2000.0,1.0,3.0,37964,0.0,Multifamily Housing,Multifamily Housing,37964.0,,,,,,18.0,30.6,31.5,96.1,98.8,1162493.62,1194672.25,0.0,340707.31,1162493.0,0.0,0.0,False,Compliant,,8.1,0.21
23181,2016,Multifamily LR (1-4),Low-Rise Multifamily,Terry Terrace Condo HOA,403 Terry Avenue,98104.0,3.0,EAST,47.6,-122.32,1907.0,1.0,3.0,22402,0.0,Multifamily Housing,Multifamily Housing,22402.0,,,,,,64.0,30.7,32.1,91.6,96.3,686757.88,720130.81,0.0,186654.41,636865.0,498.93,49893.0,False,Compliant,,7.09,0.32
23182,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Landes Apartments,901 8th Avenue,98104.0,7.0,EAST,47.61,-122.33,2008.0,1.0,7.0,97490,0.0,"Multifamily Housing, Office, Parking, Retail Store",Multifamily Housing,61082.0,Parking,27493.0,Retail Store,8615.0,,,40.3,41.8,95.9,99.4,2823792.25,2925521.0,0.0,525524.88,1793091.0,10307.01,1030701.0,False,Compliant,,67.24,0.69
23184,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Zindorf Apartments,714 7th Ave,98104.0,3.0,EAST,47.61,-122.33,1911.0,1.0,5.0,30985,0.0,"Multifamily Housing, Parking",Multifamily Housing,31841.0,Parking,0.0,,,,81.0,36.5,38.0,114.6,119.4,1162120.38,1210870.25,0.0,340598.0,1162120.0,0.0,0.0,False,Compliant,,8.1,0.26
23187,2016,Multifamily LR (1-4),Low-Rise Multifamily,Seventh & James,600 Seventh Ave.,98104.0,3.0,EAST,47.61,-122.33,1991.0,1.0,4.0,109874,0.0,"Multifamily Housing, Parking",Multifamily Housing,71226.0,Parking,38648.0,,,,60.0,48.2,51.6,117.8,123.7,3432655.0,3674416.5,0.0,671064.38,2289672.0,11429.83,1142983.0,False,Compliant,,76.67,0.7
23189,2016,Multifamily LR (1-4),Low-Rise Multifamily,Brookview Apartments,12549 28th ave ne,98125.0,5.0,NORTH,47.72,-122.3,1999.0,1.0,4.0,37692,0.0,Multifamily Housing,Multifamily Housing,23986.0,,,,,,81.0,27.1,28.3,84.9,88.9,648879.31,678906.81,0.0,190175.59,648879.0,0.0,0.0,False,Compliant,,4.52,0.12
23191,2016,Multifamily LR (1-4),Low-Rise Multifamily,Villager Apartments,2700 NE 125th St,98125.0,5.0,NORTH,47.72,-122.3,1966.0,1.0,4.0,31744,0.0,Multifamily Housing,Multifamily Housing,31744.0,,,,,,70.0,23.5,24.6,73.7,77.4,745336.81,782061.69,0.0,218445.7,745337.0,0.0,0.0,False,Compliant,,5.2,0.16
23196,2016,Multifamily LR (1-4),Low-Rise Multifamily,Park Hill,1300 E Union,98122.0,3.0,CENTRAL,47.61,-122.32,1907.0,1.0,3.0,35000,0.0,Multifamily Housing,Multifamily Housing,35000.0,,,,,,41.0,24.9,26.5,78.2,83.4,872114.5,929197.69,0.0,255602.09,872114.0,0.0,0.0,False,Compliant,,6.08,0.17
23204,2016,SPS-District K-12,K-12 School,Maple Elementary,4925 Corson Ave. S.,98108.0,2.0,GREATER DUWAMISH,47.56,-122.32,1971.0,1.0,1.0,50546,0.0,K-12 School,K-12 School,53234.0,,,,,,94.0,21.7,22.9,64.6,67.5,1155080.5,1220512.25,0.0,312518.19,1066312.0,887.68,88768.0,True,Error - Correct Default Data,,12.15,0.24
23212,2016,Multifamily LR (1-4),Low-Rise Multifamily,La Charme Apartments,637 3rd Ave W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.36,1930.0,1.0,4.0,36837,0.0,"Multifamily Housing, Parking",Multifamily Housing,36837.0,Parking,0.0,,,,30.0,38.3,38.9,77.9,78.5,1412424.25,1434297.75,0.0,194436.2,663416.0,7490.08,749008.0,False,Compliant,,44.4,1.21
23213,2016,Multifamily LR (1-4),Low-Rise Multifamily,Mercedes Apartments,617 3rd Avenue West,98104.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.36,1930.0,1.0,4.0,39520,0.0,Multifamily Housing,Multifamily Housing,39520.0,,,,,,68.0,62.4,68.9,90.1,97.0,2466700.5,2724621.0,0.0,136281.5,464992.0,20017.08,2001708.0,False,Compliant,,109.55,2.77
23215,2016,Multifamily LR (1-4),Low-Rise Multifamily,Lola Apartments,326 Wesr mercer,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62,-122.36,1929.0,1.0,4.0,41420,0.0,Multifamily Housing,Multifamily Housing,41420.0,,,,,,63.0,28.7,31.1,63.9,70.8,1189942.75,1290222.25,0.0,195945.41,668566.0,5213.77,521377.0,False,Compliant,,32.35,0.78
23216,2016,Multifamily LR (1-4),Low-Rise Multifamily,CHELAN APTS,616 4TH AVE W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.36,1930.0,1.0,3.0,20798,0.0,Multifamily Housing,Multifamily Housing,20798.0,,,,,,89.0,60.9,66.3,77.7,83.4,1266387.0,1378544.75,0.0,40116.9,136879.0,11295.08,1129508.0,False,Compliant,,60.94,2.93
23220,2016,Multifamily LR (1-4),Low-Rise Multifamily,Franconia Apartments,400 W Mercer st,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62,-122.36,1930.0,1.0,4.0,32693,0.0,"Multifamily Housing, Parking",Multifamily Housing,27035.0,Parking,0.0,,,,66.0,69.2,76.6,93.6,101.3,1870457.75,2070112.75,0.0,79289.4,270535.0,15999.22,1599922.0,False,Compliant,,86.86,2.66
23222,2016,Multifamily LR (1-4),Low-Rise Multifamily,SAN JUAN,4840 California Ave SW,98116.0,1.0,SOUTHWEST,47.56,-122.39,1958.0,1.0,3.0,29811,6258.0,"Multifamily Housing, Parking",Multifamily Housing,23553.0,Parking,6258.0,,,,69.0,30.6,32.4,96.2,101.9,721549.62,764063.62,0.0,211474.09,721550.0,0.0,0.0,False,Compliant,,5.03,0.17
23223,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Hudson Square,4852 California Ave SW,98116.0,1.0,SOUTHWEST,47.56,-122.39,1989.0,1.0,5.0,22606,0.0,"Multifamily Housing, Office",Multifamily Housing,19531.0,Office,3075.0,,,,,25.0,26.8,78.6,84.2,566183.0,606213.31,0.0,165938.7,566183.0,0.0,0.0,False,Compliant,,3.95,0.17
23226,2016,Multifamily LR (1-4),Low-Rise Multifamily,Forty Seven,8356 16th AVE NW,98117.0,6.0,BALLARD,47.69,-122.38,2001.0,1.0,3.0,23381,0.0,"Multifamily Housing, Parking",Multifamily Housing,23381.0,Parking,3500.0,,,,,18.0,19.0,56.4,59.6,420148.19,444150.69,0.0,123138.4,420148.0,0.0,0.0,False,Compliant,,2.93,0.13
23228,2016,NonResidential,Supermarket / Grocery Store,Safeway 1143 - 15th Ave,8332 15th Ave NW,98117.0,6.0,BALLARD,47.69,-122.38,1994.0,1.0,1.0,45522,0.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,45522.0,Parking,0.0,,,,22.0,269.1,275.9,604.9,608.8,12250422.0,12559767.0,0.0,2057359.75,7019711.0,52307.09,5230709.0,False,Compliant,,326.74,7.18
23231,2016,NonResidential,Retail Store,Bitter Lake Plaza,929 N 130th ST,98133.0,5.0,NORTHWEST,47.72,-122.35,1979.0,1.0,2.0,20088,0.0,"Office, Parking, Retail Store",Retail Store,16080.0,Office,3500.0,Parking,508.0,,,16.7,17.2,52.4,54.1,326778.69,337536.09,0.0,95773.3,326778.0,0.0,0.0,False,Compliant,,2.28,0.11
23240,2016,Multifamily LR (1-4),Low-Rise Multifamily,Alki 37 LLC,2770 Alki Ave SW,98116.0,1.0,SOUTHWEST,47.58,-122.41,1990.0,1.0,4.0,27328,0.0,"Multifamily Housing, Parking, Restaurant",Multifamily Housing,23466.0,Restaurant,3862.0,Parking,3508.0,,23.0,40.6,43.0,127.6,135.1,1110150.62,1176168.25,0.0,325366.5,1110150.0,0.0,0.0,False,Compliant,,7.74,0.28
23242,2016,Multifamily MR (5-9),Mid-Rise Multifamily,The Blake,5020 California Ave SW,98136.0,1.0,SOUTHWEST,47.56,-122.39,2014.0,1.0,7.0,72356,0.0,"Multifamily Housing, Parking",Multifamily Housing,62989.0,Parking,28670.0,,,,91.0,39.6,41.6,98.4,103.2,2495819.0,2618214.25,0.0,501482.59,1711059.0,7847.6,784760.0,False,Compliant,,53.61,0.74
23251,2016,Multifamily LR (1-4),Low-Rise Multifamily,Sunset Vista Apartments,5451 California Ave SW,98136.0,1.0,SOUTHWEST,47.55,-122.39,1969.0,1.0,3.0,24180,0.0,Multifamily Housing,Multifamily Housing,24180.0,,,,,,64.0,22.3,24.0,70.2,75.5,540323.31,581283.38,0.0,158359.7,540323.0,0.0,0.0,False,Compliant,,3.77,0.16
23253,2016,Multifamily LR (1-4),Low-Rise Multifamily,Ridgeview,5631 California Ave SW,98136.0,1.0,SOUTHWEST,47.55,-122.39,1980.0,1.0,4.0,23932,0.0,Multifamily Housing,Multifamily Housing,23932.0,,,,,,,27.4,28.7,85.9,90.2,654625.5,687252.69,0.0,191859.7,654625.0,0.0,0.0,False,Compliant,,4.56,0.19
23265,2016,Campus,Other,T102 1011 B/C,1011 Klickitat Way SW,98134.0,1.0,GREATER DUWAMISH,47.57,-122.35,1989.0,5.0,2.0,138907,0.0,Other,Other,139557.0,,,,,,,56.2,61.3,135.8,142.7,7837692.5,8551562.0,0.0,1503605.88,5130303.0,27073.89,2707389.0,False,Compliant,,179.55,1.29
23268,2016,NonResidential,Small- and Mid-Sized Office,Building F,1131 SW Klickitat Way,98134.0,1.0,GREATER DUWAMISH,47.57,-122.35,1997.0,1.0,2.0,40657,0.0,"Office, Parking",Office,40657.0,Parking,0.0,,,,57.0,69.5,69.6,214.0,214.0,2826828.0,2828385.0,0.0,803752.5,2742404.0,844.24,84424.0,False,Compliant,,23.6,0.58
23277,2016,NonResidential,Warehouse,23277 HSC HarbIsl,3419 11th Ave. S.W.,98134.0,1.0,GREATER DUWAMISH,47.57,-122.35,1900.0,1.0,1.0,20200,0.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18700.0,Office,1500.0,,,,,13.3,14.0,41.0,43.2,269016.69,283275.0,0.0,76438.4,260808.0,82.09,8209.0,False,Compliant,,2.25,0.11
23284,2016,Multifamily HR (10+),High-Rise Multifamily,Jefferson Terrace,800 Jefferson St,98104.0,3.0,EAST,47.6,-122.33,1967.0,1.0,17.0,212938,0.0,"Multifamily Housing, Other/Specialty Hospital",Multifamily Housing,199136.0,Other/Specialty Hospital,13802.0,,,,81.0,50.6,50.8,100.4,101.1,10769230.0,10814285.0,0.0,1412769.75,4820370.0,59488.59,5948859.0,False,Compliant,,349.55,1.64
23285,2016,Multifamily LR (1-4),Low-Rise Multifamily,The Terrace Crest Apartments,517 9th Avenue,98104.0,3.0,EAST,47.61,-122.32,1930.0,1.0,3.0,32688,0.0,"Multifamily Housing, Parking",Multifamily Housing,29370.0,Parking,3318.0,,,,74.0,58.6,65.5,81.6,88.8,1721727.25,1923281.25,0.0,82698.5,282167.0,14395.6,1439560.0,False,Compliant,,78.42,2.4
23286,2016,Multifamily LR (1-4),Low-Rise Multifamily,Bay Ridge Court,620 8th Ave,98104.0,3.0,EAST,47.61,-122.33,1948.0,1.0,3.0,50145,0.0,"Multifamily Housing, Parking",Multifamily Housing,46445.0,Parking,3700.0,,,,66.0,63.4,69.4,93.7,100.1,2944680.75,3225209.5,0.0,176904.7,603599.0,23410.82,2341082.0,False,Compliant,,128.54,2.56
23287,2016,Multifamily HR (10+),High-Rise Multifamily,Skyline at First Hill,725 9th Avenue,98104.0,3.0,EAST,47.61,-122.33,2008.0,1.0,26.0,629615,174156.0,"Multifamily Housing, Parking",Multifamily Housing,629615.0,Parking,121056.0,,,,15.0,41.2,42.5,101.7,103.1,25970248.0,26781786.0,0.0,5155959.0,17592132.0,83781.13,8378113.0,False,Compliant,,567.6,0.9
23288,2016,Multifamily LR (1-4),Low-Rise Multifamily,CLARWOOD,805 Marion St,98104.0,3.0,EAST,47.61,-122.33,1920.0,1.0,4.0,24900,0.0,Multifamily Housing,Multifamily Housing,24900.0,,,,,,68.0,75.2,83.1,103.8,112.1,1872278.62,2069689.0,0.0,86745.2,295975.0,15763.04,1576304.0,False,Compliant,,85.78,3.44
23289,2016,Multifamily LR (1-4),Low-Rise Multifamily,Envoy,821 9th Ave,98104.0,3.0,EAST,47.61,-122.33,1929.0,1.0,4.0,25380,0.0,Multifamily Housing,Multifamily Housing,25380.0,,,,,,79.0,78.4,88.0,96.9,107.4,1988760.88,2233197.75,0.0,52219.5,178173.0,18105.88,1810588.0,False,Compliant,,97.4,3.84
23290,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Frederic Ozanam House,801 Ninth Ave,98104.0,3.0,EAST,47.61,-122.33,2009.0,1.0,6.0,32489,0.0,Multifamily Housing,Multifamily Housing,20346.0,,,,,,18.0,99.5,103.7,236.7,244.9,2023858.75,2110448.5,0.0,377342.91,1287494.0,7363.65,736365.0,False,Compliant,,48.08,1.48
23292,2016,Multifamily HR (10+),High-Rise Multifamily,M-Street,910 8th Avenue,98104.0,7.0,EAST,47.61,-122.33,2006.0,1.0,17.0,332781,95356.0,Multifamily Housing,Multifamily Housing,173204.0,,,,,,1.0,77.9,81.6,207.6,215.0,13491170.0,14132450.0,0.0,3056686.0,10429413.0,30617.56,3061756.0,False,Compliant,,235.32,0.71
23293,2016,Multifamily LR (1-4),Low-Rise Multifamily,Madison Apartments,823 Madison St.,98102.0,7.0,EAST,47.61,-122.33,1902.0,1.0,4.0,54770,0.0,"Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,50120.0,Restaurant,3500.0,Retail Store,1150.0,,,54.1,59.9,92.2,98.4,2960377.25,3283019.25,0.0,272474.5,929683.0,20306.94,2030694.0,False,Compliant,,114.33,2.09
23295,2016,Multifamily LR (1-4),Low-Rise Multifamily,WESTMINSTER,903 9th Ave,98104.0,7.0,EAST,47.61,-122.33,1906.0,1.0,4.0,33872,0.0,"Multifamily Housing, Parking",Multifamily Housing,26100.0,Parking,1893.0,,,,100.0,15.3,15.7,42.9,44.0,400354.31,409596.41,0.0,98131.7,334825.0,655.29,65529.0,False,Compliant,,5.81,0.17
23297,2016,NonResidential,Residence Hall,St. James Cathedral & Rectory,804 9th Ave.,98104.0,3.0,EAST,47.61,-122.33,1904.0,1.0,1.0,44086,0.0,Residence Hall/Dormitory,Residence Hall/Dormitory,44091.0,,,,,,29.0,82.8,92.0,151.4,163.2,3652708.75,4056815.5,1920474.25,357251.91,1218944.0,5132.91,513291.0,False,Compliant,,184.0,4.17
23299,2016,NonResidential,Small- and Mid-Sized Office,Pigott Building,710 9th Ave.,98104.0,3.0,EAST,47.61,-122.33,1970.0,1.0,7.0,54372,20824.0,"Office, Parking",Office,54372.0,Parking,15000.0,,,,94.0,25.8,27.2,81.1,85.4,1403820.0,1479454.38,0.0,411436.09,1403820.0,0.0,0.0,False,Compliant,,9.79,0.18
23300,2016,Multifamily LR (1-4),Low-Rise Multifamily,(ID23300) CHERRY TERRACE,915 CHERRY ST,98104.0,3.0,EAST,47.61,-122.32,1956.0,1.0,3.0,24039,0.0,Multifamily Housing,Multifamily Housing,24039.0,,,,,,30.0,34.6,37.3,108.6,117.2,831071.31,897237.0,0.0,243573.0,831071.0,0.0,0.0,False,Compliant,,5.79,0.24
23301,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Harborview Apartments,600 9th Ave,98104.0,3.0,EAST,47.61,-122.32,1960.0,1.0,7.0,45564,0.0,Multifamily Housing,Multifamily Housing,45564.0,,,,,,53.0,66.2,71.4,97.3,102.8,3014332.0,3255291.5,0.0,177833.3,606767.0,24075.65,2407565.0,False,Compliant,,132.1,2.9
23304,2016,Multifamily HR (10+),High-Rise Multifamily,Hilltop House,1005 TERRACE ST,98104.0,3.0,EAST,47.6,-122.32,1967.0,1.0,11.0,92183,0.0,Multifamily Housing,Multifamily Housing,92183.0,,,,,,49.0,55.4,59.4,105.2,110.0,5104947.0,5475504.5,3071838.5,541955.88,1849153.0,1839.55,183955.0,False,Compliant,,259.77,2.82
23305,2016,Multifamily LR (1-4),Low-Rise Multifamily,Englewood Apts,420 Terry Ave,98104.0,3.0,EAST,47.61,-122.32,1925.0,1.0,4.0,25316,0.0,Multifamily Housing,Multifamily Housing,25316.0,,,,,,7.0,59.9,64.5,105.5,111.0,1515854.88,1632577.12,0.0,151206.3,515916.0,9999.39,999939.0,False,Compliant,,56.7,2.24
23306,2016,Multifamily LR (1-4),Low-Rise Multifamily,Monticello Apts,415 Boren Avenue,98146.0,3.0,EAST,47.61,-122.32,1957.0,1.0,3.0,51098,0.0,Multifamily Housing,Multifamily Housing,51098.0,,,,,,75.0,36.4,38.8,114.3,121.9,1859782.62,1984008.75,0.0,545071.0,1859782.0,0.0,0.0,False,Compliant,,12.97,0.25
