OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUse(kWh),SiteEnergyUseWN(kBtu),SiteEnergyUseWN(kWh),SteamUse(kBtu),SteamUse(kWh),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),NaturalGas(kWh),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comment,ComplianceStatus,Outlier
19537,2015,SPS-District K-12,K-12 School,ALKI ELEMENTARY SCHOOL & COMMUNITY CENTER (SPS-DISTRICT),5817 SW STEVENS ST,98116.0,1,SOUTHWEST,47.57769088,-122.40684428,1954,1,2.0,51489,0,K-12 School,K-12 School,51489.0,,,,,,94.0,37.1,46.5,68.4,78.2,1909346.0,6514958,2394561.0,8170581,0.0,0,212401,724742.0,11846.0,1184634.0,4042138,0.0,67.97,1.26,Yes,,Compliant,
19541,2015,Multifamily LR (1-4),Low-Rise Multifamily,ATWATER PARK,3121 W GOVERNMENT WAY,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66052597,-122.39802502,2002,1,4.0,26815,0,"Multifamily Housing, Office, Retail Store",Multifamily Housing,20347.0,Retail Store,1439.0,Office,950.0,,,38.3,43.3,92.0,102.2,869699.0,2967536,984722.0,3360010,0.0,0,165236,563807.0,3059.0,305915.0,1043825,0.0,20.18,0.66,No,,Compliant,
19549,2015,Multifamily MR (5-9),Mid-Rise Multifamily,AVALON PLACE CONDOMINIUM,3112 SW AVALON WAY,98126.0,1,SOUTHWEST,47.56516899,-122.37264195,2007,1,5.0,22529,0,Multifamily Housing,Multifamily Housing,22529.0,,,,,,,31.0,34.5,64.3,70.1,698449.0,2383206,777402.0,2652605,0.0,0,100402,342585.0,3559.0,355878.0,1214306,0.0,21.29,0.88,No,,Compliant,
19550,2015,Multifamily MR (5-9),Mid-Rise Multifamily,AVANTI APARTMENTS,1401 BOREN AVE,98101.0,7,EAST,47.61292809,-122.32979922,1991,1,8.0,148474,60050,"Multifamily Housing, Parking",Multifamily Housing,64445.0,Parking,15000.0,,,,59.0,62.8,68.9,128.3,140.6,4046866.0,13808479,4437673.0,15141968,0.0,0,563155,1921564.0,21254.0,2125382.0,7252104,0.0,126.27,0.79,No,,Compliant,
19559,2015,NonResidential,"Distribution Center
","NOBLE, LTD.,   WORLD HEADQUARTERS",9860 40TH AVE S,98118.0,2,GREATER DUWAMISH,47.51089546,-122.28074341,1967,1,1.0,48001,0,Distribution Center,Distribution Center,48001.0,,,,,,37.0,51.7,68.2,83.3,100.6,2483320.0,8473439,3275027.0,11174855,0.0,0,194746,664500.0,18188.0,1818848.0,6206166,0.0,101.23,2.05,No,,Compliant,
19565,2015,NonResidential,Non-Refrigerated Warehouse,NELSON TRUCKING,9747 MARTIN LUTHER KING JR WAY S,98118.0,2,GREATER DUWAMISH,47.51442062,-122.27934357,1979,1,1.0,26380,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23620.0,Office,2760.0,,,,,26.0,26.8,65.6,68.2,686055.0,2340916,707373.0,2413656,0.0,0,141733,483613.0,2025.0,202462.0,690829,0.0,14.12,0.46,No,,Compliant,
19570,2015,NonResidential,Non-Refrigerated Warehouse,PAPE' MATERIAL HANDLING,9892 40TH AVE S,98118.0,2,GREATER DUWAMISH,47.5103068,-122.28119226,1969,1,1.0,37351,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29551.0,Office,9569.0,,,,8.0,63.0,75.7,136.5,149.9,2465266.0,8411836,2962459.0,10108329,0.0,0,386011,1317122.0,11482.0,1148198.0,3917814,0.0,70.16,1.73,No,,Compliant,
19572,2015,NonResidential,Non-Refrigerated Warehouse,WALL & CEILING SUPPLY CO,9840 40TH AVE S,98118.0,2,GREATER DUWAMISH,47.51276131,-122.28071926,1981,1,1.0,30375,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30598.0,,,,,,74.0,11.1,11.7,34.7,36.8,338141.0,1153784,358937.0,1224743,0.0,0,99103,338154.0,0.0,0.0,0,0.0,2.36,0.03,No,,Compliant,
19576,2015,NonResidential,Non-Refrigerated Warehouse,PAPE' MATERIAL HANDLING,9883 40TH AVE S,98118.0,2,GREATER DUWAMISH,47.51081215,-122.28276297,1979,1,1.0,30004,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24280.0,Office,4950.0,,,,,15.5,15.5,48.5,48.5,451738.0,1541394,451738.0,1541394,0.0,0,132397,451757.0,0.0,0.0,0,0.0,3.15,0.04,No,,Compliant,
19579,2015,Multifamily LR (1-4),Low-Rise Multifamily,MANNING PLACE,3614 CALIFORNIA AVE SW,98116.0,1,SOUTHWEST,47.57132706,-122.38660548,1990,1,3.0,32235,10244,"Multifamily Housing, Parking",Multifamily Housing,21991.0,Parking,10244.0,,,,77.0,26.3,29.2,82.5,91.6,577601.0,1970856,641407.0,2188571,0.0,0,169285,577625.0,0.0,0.0,0,0.0,4.03,0.05,No,,Compliant,
19583,2015,Multifamily HR (10+),High-Rise Multifamily,AVENUE ONE CONDOMINIUM,2721 1ST AVE,98121.0,7,DOWNTOWN,47.61595979,-122.3517423,2004,1,13.0,120405,0,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,102342.0,Parking,14410.0,Office,3252.0,,,37.1,41.7,97.6,107.3,3948297.0,13472148,4447440.0,15175295,0.0,0,876416,2990454.0,9580.0,957966.0,3268715,0.0,71.72,0.49,No,,Compliant,
19584,2015,NonResidential,Other,SAND POINT COUNTRY CLUB,8333 55TH AVE NE,98115.0,4,NORTHEAST,47.68939742,-122.26969106,1928,1,3.0,39971,0,"Office, Other, Retail Store, Swimming Pool",Other,36185.0,Retail Store,3142.0,Office,644.0,,,257.8,271.6,460.0,464.8,10303305.0,35156335,10855626.0,37040933,0.0,0,1061099,3620620.0,66828.0,6682834.0,22802775,0.0,380.17,9.12,No,,Compliant,
19590,2015,Multifamily LR (1-4),Low-Rise Multifamily,AZUL FLATS IN FREMONT CONDOMINIUM,120 NW 39TH ST,98107.0,6,LAKE UNION,47.65446013,-122.35844437,1988,1,4.0,23976,0,Multifamily Housing,Multifamily Housing,23976.0,,,,,,77.0,27.3,29.2,85.7,91.8,654313.0,2232608,700862.0,2391440,0.0,0,191768,654340.0,0.0,0.0,0,0.0,4.56,0.07,No,,Compliant,
19596,2015,NonResidential,Worship Facility,BALLARD FREE METHODIST CHURCH,1460 NW 73RD ST,98117.0,6,BALLARD,47.68156331,-122.37493866,1914,1,2.0,33589,0,Worship Facility,Worship Facility,33589.0,,,,,,95.0,13.1,17.5,21.3,26.0,440658.0,1503587,588117.0,2006738,0.0,0,35657,121667.0,3190.0,318996.0,1088459,0.0,17.79,0.51,Yes,,Compliant,
19601,2015,Multifamily MR (5-9),Mid-Rise Multifamily,"BALLARD PLACE CONDOMINIUM (1556 NW 56TH ST, SEATTL",1545 NW 57TH ST,98107.0,6,BALLARD,47.66968498,-122.37790006,2004,1,6.0,169149,0,"Multifamily Housing, Office",Multifamily Housing,140961.0,Office,7235.0,,,,88.0,29.6,30.6,84.9,86.9,4382240.0,14952823,4528085.0,15450467,0.0,0,1119251,3819043.0,5634.0,563357.0,1922253,0.0,56.54,0.24,No,,Compliant,
19604,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD SQUARE CONDOMINIUM,1762 NW 57TH ST,98107.0,6,BALLARD,47.67050901,-122.38152183,1992,1,5.0,25368,0,"Multifamily Housing, Parking",Multifamily Housing,25368.0,Parking,4000.0,,,,59.0,27.2,31.7,69.5,79.2,690750.0,2356936,803906.0,2743041,0.0,0,145592,496782.0,1940.0,193989.0,661917,0.0,13.77,0.46,No,,Compliant,
19613,2015,NonResidential,Small- and Mid-Sized Office,SALMON BAY CENTER 5303,5303 SHILSHOLE AVE NW,98107.0,6,BALLARD,47.66611816,-122.38549485,1979,1,3.0,43500,0,Office,Office,43495.0,,,,,,43.0,76.0,76.0,238.5,238.5,3303989.0,11273678,3303989.0,11273678,0.0,0,968344,3304126.0,0.0,0.0,0,0.0,23.03,0.2,No,,Compliant,
19621,2015,NonResidential,Small- and Mid-Sized Office,BALLARD ELKS,6411 SEAVIEW AVE NW,98107.0,6,BALLARD,47.67522457,-122.40842537,1978,1,2.0,28492,0,Office,Office,28492.0,,,,,,9.0,72.1,72.1,182.6,182.6,2055622.0,7014073,2055622.0,7014073,0.0,0,426835,1456421.0,5993.0,599262.0,2044766,0.0,41.98,1.25,No,,Compliant,
19623,2015,NonResidential,Small- and Mid-Sized Office,SHILSHOLE LANDING,6315 SEAVIEW AVE NW,98107.0,6,BALLARD,47.67447195,-122.40777514,1963,1,3.0,22325,0,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Office,18000.0,Medical Office,1800.0,Other,1000.0,,,60.8,60.8,190.9,190.9,1357116.0,4630671,1357116.0,4630671,0.0,0,397748,1357172.0,0.0,0.0,0,0.0,9.46,0.16,No,,Compliant,
19624,2015,NonResidential,"Restaurant
",ANTHONY'S HOMEPORT,6135 SEAVIEW AVE NW,98107.0,6,BALLARD,47.67409077,-122.40770067,1977,1,3.0,22719,0,"Parking, Restaurant",Restaurant,22719.0,Parking,0.0,,,,,80.8,79.0,253.6,248.1,1834570.0,6259812,1794849.0,6124278,0.0,0,537682,1834646.0,0.0,0.0,0,0.0,12.79,0.22,No,,Compliant,
19653,2015,Multifamily HR (10+),High-Rise Multifamily,OLIVE TOWER APTS,1626 BOREN AVE,98101.0,7,DOWNTOWN,47.61535832,-122.32998825,1928,1,14.0,50141,0,Multifamily Housing,Multifamily Housing,33608.0,,,,,,98.0,58.6,70.3,103.8,116.1,1970956.0,6725180,2363743.0,8065425,0.0,0,199085,679305.0,12917.0,1291679.0,4407391,0.0,73.34,1.4,No,,Compliant,
19654,2015,NonResidential,Medical Office,1100 OLIVE BUILDING TARGETED GENETICS,1100 OLIVE WAY,98101.0,7,DOWNTOWN,47.61643223,-122.33090167,1946,1,2.0,44588,22000,Medical Office,Medical Office,66588.0,,,,,,1.0,215.2,222.4,485.6,482.7,14329739.0,48895098,14810194.0,50534479,0.0,0,2424733,8273532.0,60566.0,6056552.0,20665813,0.0,379.34,7.71,No,,Compliant,
19656,2015,NonResidential,Small- and Mid-Sized Office,1916 Boren Building,1916 BOREN AVE,98101.0,7,DOWNTOWN,47.61753888,-122.33278228,1929,1,3.0,21600,0,Office,Office,21600.0,,,,,,,6.2,7.5,19.5,23.5,133880.0,456817,161886.0,552377,0.0,0,39238,133885.0,0.0,0.0,0,0.0,0.93,0.02,No,,Compliant,Low Outlier
19658,2015,NonResidential,Small- and Mid-Sized Office,DENNY CENTER,1100 VIRGINIA ST,98101.0,7,DOWNTOWN,47.61832601,-122.33341322,1937,1,2.0,28568,0,Office,Office,28568.0,,,,,,86.0,29.4,29.0,81.3,79.8,841242.0,2870436,827582.0,2823826,0.0,0,201799,688567.0,1527.0,152704.0,521047,0.0,12.91,0.35,No,,Compliant,
19661,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BALFOUR PLACE APTS,1820 MINOR AVE,98101.0,7,DOWNTOWN,47.61761547,-122.33092965,1993,1,6.0,140049,25837,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,80670.0,Parking,26215.0,Other,20480.0,,,39.5,41.8,84.7,87.1,4081951.0,13928194,4314752.0,14722544,0.0,0,625869,2135553.0,19465.0,1946486.0,6641685,0.0,118.27,0.78,No,,Compliant,
19662,2015,Multifamily MR (5-9),Mid-Rise Multifamily,EL CAPITAN APTS,1617 YALE AVE,98101.0,3,EAST,47.61565792,-122.32813095,1925,1,5.0,58954,0,Multifamily Housing,Multifamily Housing,58954.0,,,,,,88.0,43.9,52.5,70.9,81.0,2585187.0,8821024,3096245.0,10564826,0.0,0,205105,699846.0,18854.0,1885370.0,6433149,0.0,105.01,1.73,Yes,,Compliant,
19664,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SHERWOOD APTS,1633 MELROSE AVE,98122.0,3,EAST,47.61644532,-122.32799303,1916,1,5.0,37992,0,Multifamily Housing,Multifamily Housing,37992.0,,,,,,96.0,32.6,36.4,74.4,84.6,1238402.0,4225602,1384739.0,4724925,0.0,0,213991,730169.0,5083.0,508264.0,1734268,0.0,32.08,0.76,No,,Compliant,
19667,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BELLAGIO CONDOMINIUM,2425 33RD AVE W,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64047616,-122.40017617,2003,1,5.0,62876,0,"Medical Office, Multifamily Housing, Office, Parking, Restaurant",Multifamily Housing,44995.0,Parking,11095.0,Medical Office,2973.0,,,19.4,19.4,61.0,61.0,1006621.0,3434733,1006621.0,3434733,0.0,0,295024,1006663.0,0.0,0.0,0,0.0,7.02,0.04,No,,Compliant,
19668,2015,Multifamily LR (1-4),Low-Rise Multifamily,BELLAGIO ON CAPITOL HILL CONDOMINIUM,745 BELLEVUE AVE E,98102.0,3,EAST,47.62631638,-122.32677288,2006,1,4.0,40562,0,"Multifamily Housing, Retail Store",Multifamily Housing,36300.0,Retail Store,1096.0,,,,,36.3,37.4,91.8,93.0,1357553.0,4632163,1399671.0,4775875,0.0,0,281366,960060.0,3975.0,397533.0,1356438,0.0,27.81,0.58,No,,Compliant,
19669,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE BEN LOMOND,1027 BELLEVUE CT E,98102.0,3,EAST,47.62733053,-122.32735456,1910,1,5.0,40489,0,Multifamily Housing,Multifamily Housing,40489.0,,,,,,100.0,31.6,34.1,55.3,57.8,1279769.0,4366753,1379002.0,4705350,0.0,0,125376,427801.0,8520.0,851986.0,2907096,0.0,48.23,1.15,No,,Compliant,
19670,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE ROUNDCLIFFE,845 BELLEVUE PL E,98102.0,3,EAST,47.62713336,-122.32699157,1925,1,3.0,34800,6300,"Multifamily Housing, Parking",Multifamily Housing,28500.0,Parking,6300.0,,,,66.0,28.7,33.4,90.3,104.8,819314.0,2795615,951426.0,3246400,0.0,0,240127,819348.0,0.0,0.0,0,0.0,5.71,0.06,No,,Compliant,
19671,2015,Multifamily LR (1-4),Low-Rise Multifamily,SIR GALAHAD APT,903 BELLEVUE PL E,98102.0,3,EAST,47.62705994,-122.32655365,1928,1,3.0,28058,3889,"Multifamily Housing, Parking",Multifamily Housing,24169.0,Parking,3889.0,,,,98.0,31.4,36.4,74.3,88.3,758875.0,2589388,878757.0,2998443,0.0,0,140121,478113.0,2808.0,280781.0,958064,0.0,18.25,0.58,No,,Compliant,
19673,2015,Multifamily HR (10+),High-Rise Multifamily,BELLORA,2716 ELLIOTT AVE,98121.0,7,DOWNTOWN,47.61515181,-122.35292515,2003,1,13.0,106066,0,"Multifamily Housing, Office",Multifamily Housing,118802.0,Office,6245.0,,,,64.0,38.0,40.1,83.6,85.3,4750287.0,16208651,5017769.0,17121338,0.0,0,767369,2618373.0,21320.0,2132023.0,7274764,0.0,131.48,1.13,No,,Compliant,
19677,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CORNELIUS APTS,306 BLANCHARD ST,98121.0,7,DOWNTOWN,47.61430984,-122.34319253,1925,1,9.0,86560,0,,,,,,,,,,36.3,41.7,110.5,127.4,3219583.0,10985673,3697255.0,12615557,0.0,0,900392,3072266.0,1474.0,147444.0,503099,0.0,29.25,0.19,No,,Compliant,
19679,2015,Multifamily HR (10+),High-Rise Multifamily,SECURITY HOUSE,2225 4TH AVE,98121.0,7,DOWNTOWN,47.61510273,-122.34386539,1978,1,13.0,91600,12365,,,,,,,,,15.0,54.7,59.8,171.9,187.8,4337562.0,14800375,4738979.0,16170067,0.0,0,1271267,4337743.0,0.0,0.0,0,0.0,30.24,0.13,No,,Compliant,
19680,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SHELBY APTS,2201 4TH AVE,98121.0,7,DOWNTOWN,47.61434486,-122.34314627,2001,1,6.0,142063,46607,"Multifamily Housing, Parking",Multifamily Housing,71127.0,Parking,21051.0,,,,81.0,37.3,39.9,110.8,117.0,2653856.0,9055332,2836832.0,9679672,0.0,0,714253,2437132.0,2168.0,216825.0,739837,0.0,28.51,0.13,No,,Compliant,
19682,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE AUDREY AT BELLTOWN,2922 WESTERN AVE,98121.0,7,DOWNTOWN,47.61713231,-122.35392688,1992,1,8.0,188717,53284,"Multifamily Housing, Parking",Multifamily Housing,135433.0,Parking,53284.0,,,,76.0,32.5,35.0,96.9,102.9,4407932.0,15040488,4733419.0,16151095,0.0,0,1191026,4063949.0,3442.0,344152.0,1174295,0.0,46.61,0.15,No,,Compliant,
19685,2015,Multifamily LR (1-4),Low-Rise Multifamily,BREMER APARTMENTS,2905 1ST AVE,98121.0,7,DOWNTOWN,47.61683797,-122.3533115,1924,1,3.0,33400,0,Multifamily Housing,Multifamily Housing,32545.0,,,,,,90.0,47.6,53.3,77.5,84.9,1547556.0,5280480,1735127.0,5920499,0.0,0,125969,429824.0,11178.0,1117750.0,3813921,0.0,62.36,1.81,No,,Compliant,
19690,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BANNER BUILDING THE CONDOMINIUM,80 VINE ST,98121.0,7,DOWNTOWN,47.61495447,-122.35024396,1994,1,7.0,88144,3102,Multifamily Housing,Multifamily Housing,88144.0,,,,,,43.0,23.0,25.9,46.2,49.3,2028584.0,6921815,2285788.0,7799432,0.0,0,272199,928781.0,10998.0,1099841.0,3752813,0.0,64.89,0.69,No,,Compliant,
19695,2015,Multifamily LR (1-4),Low-Rise Multifamily,BARCLAY COURT CONDOMINIUM,14 ROY ST,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62566488,-122.35599526,2000,1,3.0,37619,0,Multifamily Housing,Multifamily Housing,37619.0,,,,,,86.0,31.8,34.8,72.5,75.7,1196503.0,4082637,1310013.0,4469949,0.0,0,206516,704661.0,4919.0,491871.0,1678333,0.0,31.04,0.74,Yes,,Compliant,
19696,2015,NonResidential,Retail Store,GOODWILL LANE ST,1400 S LANE ST,98144.0,3,DOWNTOWN,47.59656273,-122.31395492,1917,1,2.0,147545,0,Retail Store,Retail Store,147545.0,,,,,,59.0,48.8,55.6,111.2,118.4,7196194.0,24554432,8210370.0,28014945,0.0,0,1240171,4231639.0,29647.0,2964732.0,10116085,0.0,186.96,1.14,Yes,,Compliant,
19697,2015,Nonresidential COS,Other,NORTH SKAGIT SUBSTATION,7500 8TH AVE NE,98115.0,4,NORTH,47.68449217,-122.31903789,1923,1,2.0,21462,0,"Office, Other",Other,25778.0,Office,200.0,,,,,42.7,49.7,134.2,156.1,1109924.0,3787217,1291497.0,4406770,0.0,0,325300,1109970.0,0.0,0.0,0,0.0,7.74,0.14,No,,Compliant,
19699,2015,Multifamily LR (1-4),Low-Rise Multifamily,BARRETT CONDOMINIUM,2000 W BARRETT ST,98199.0,7,MAGNOLIA / QUEEN ANNE,47.6470209,-122.38257714,1993,1,3.0,24178,0,Multifamily Housing,Multifamily Housing,34476.0,,,,,,97.0,22.6,25.0,55.4,59.5,777696.0,2653608,862666.0,2943538,0.0,0,153160,522603.0,2551.0,255114.0,870485,0.0,17.19,0.62,Yes,,Compliant,
19704,2015,Multifamily LR (1-4),Low-Rise Multifamily,WESTVIEW APARTMENT HOMES,2525 14TH AVE S,98144.0,2,GREATER DUWAMISH,47.57976148,-122.31540278,1918,1,3.0,107518,0,"Multifamily Housing, Office, Other - Services",Multifamily Housing,105926.0,Other - Services,1000.0,Office,592.0,,,36.9,40.9,74.4,84.0,3970754.0,13548774,4398085.0,15006888,0.0,0,537514,1834074.0,21368.0,2136756.0,7290914,0.0,126.27,1.1,No,,Compliant,
19706,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BAY VILLA ALKI BEACH CONDOMINIUM,1210 ALKI AVE SW,98116.0,1,SOUTHWEST,47.59421562,-122.38813187,1997,1,6.0,30720,0,Multifamily Housing,Multifamily Housing,30720.0,,,,,,,29.2,32.1,75.1,81.2,896172.0,3057865,985531.0,3362771,0.0,0,191589,653728.0,2425.0,242471.0,827345,0.0,17.43,0.48,No,,Compliant,
19708,2015,Multifamily HR (10+),High-Rise Multifamily,BAY VISTA APARTMENTS,2821 2ND AVE,98121.0,7,DOWNTOWN,47.61709719,-122.35177651,1982,1,24.0,167941,0,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,138787.0,Parking,99952.0,Swimming Pool,0.0,,100.0,17.2,19.0,50.2,55.1,2383733.0,8133634,2638588.0,9003235,0.0,0,625819,2135382.0,2484.0,248439.0,847709,0.0,28.08,0.11,No,,Compliant,Low Outlier
19709,2015,Multifamily LR (1-4),Low-Rise Multifamily,BAYSHORE WEST CONDOMINIUM,1526 ALKI AVE SW,98116.0,1,SOUTHWEST,47.58986192,-122.39339729,1986,1,4.0,38970,0,Multifamily Housing,Multifamily Housing,38970.0,,,,,,69.0,24.3,27.8,76.4,87.3,948657.0,3236952,1083257.0,3696226,0.0,0,278035,948696.0,0.0,0.0,0,0.0,6.61,0.06,No,,Compliant,
19712,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BAYVIEW BALLARD CONDOMINIUM,2250 NW 58TH ST,98107.0,6,BALLARD,47.67102738,-122.38709034,1989,1,5.0,24648,0,Multifamily Housing,Multifamily Housing,24648.0,,,,,,91.0,21.6,23.2,67.9,72.9,532670.0,1817545,572524.0,1953532,0.0,0,156117,532692.0,0.0,0.0,0,0.0,3.71,0.06,Yes,,Compliant,
19715,2015,Multifamily LR (1-4),Low-Rise Multifamily,BAYWATCH AT MAGNOLIA CONDOMINIUM,2200 THORNDYKE AVE W,98199.0,7,MAGNOLIA / QUEEN ANNE,47.63863059,-122.38748426,1988,1,4.0,34270,0,Multifamily Housing,Multifamily Housing,21136.0,,,,,,51.0,30.2,33.0,95.0,103.6,639325.0,2181467,697132.0,2378713,0.0,0,187375,639351.0,0.0,0.0,0,0.0,4.46,0.05,Yes,,Compliant,
19718,2015,Multifamily LR (1-4),Low-Rise Multifamily,BEACH DRIVE CONDOMINIUM,4163 BEACH DR SW,98116.0,1,SOUTHWEST,47.56582643,-122.4086242,1984,1,4.0,20837,0,Multifamily Housing,Multifamily Housing,20837.0,,,,,,,19.4,21.0,60.8,65.9,403260.0,1375980,437096.0,1491433,0.0,0,118189,403277.0,0.0,0.0,0,0.0,2.81,0.05,No,,Compliant,
19728,2015,SPS-District K-12,K-12 School,BAGLEY ELEMENTARY (SPS-DISTRICT),7901 STONE AVE N,98103.0,6,NORTHWEST,47.68667488,-122.34216282,1930,1,2.0,47602,0,K-12 School,K-12 School,47089.0,,,,,,85.0,42.1,54.6,77.0,94.3,2004995.0,6841326,2601431.0,8876450,0.0,0,218961,747126.0,12579.0,1257900.0,4292132,0.0,72.02,1.45,Yes,,Compliant,
19730,2015,NonResidential,Other,PHINNEY NEIGHBORHOOD CTR BRICK BLDG,6532 PHINNEY AVE N,98103.0,6,NORTHWEST,47.67779084,-122.3527645,1917,1,2.0,28072,0,Social/Meeting Hall,Social/Meeting Hall,23835.0,,,,,,,49.6,56.9,67.2,74.8,1183408.0,4037955,1357179.0,4630886,0.0,0,50197,171279.0,10121.0,1012136.0,3453551,0.0,54.95,1.93,No,,Compliant,
19736,2015,Multifamily LR (1-4),Low-Rise Multifamily,BELCOURT PLACE CONDOMINIUM,1617 SUMMIT AVE,98122.0,3,EAST,47.61587748,-122.325842,1986,1,4.0,24864,0,Multifamily Housing,Multifamily Housing,24864.0,,,,,,38.0,24.6,27.1,77.3,85.2,611997.0,2088220,674754.0,2302356,0.0,0,179366,612023.0,0.0,0.0,0,0.0,4.27,0.07,No,,Compliant,
19740,2015,Multifamily MR (5-9),Mid-Rise Multifamily,ELLIS COURT,2510 WESTERN AVE,98121.0,7,DOWNTOWN,47.61464254,-122.34973811,1990,1,5.0,39050,0,Multifamily Housing,Multifamily Housing,39050.0,,,,,,93.0,26.8,28.2,84.1,88.6,1045337.0,3566837,1101439.0,3758265,0.0,0,306371,1045381.0,0.0,0.0,0,0.0,7.29,0.07,No,,Compliant,
19741,2015,Multifamily MR (5-9),Mid-Rise Multifamily,FIRST AND VINE APARTMENTS,2519 1ST AVE,98121.0,7,DOWNTOWN,47.61488145,-122.34934159,1980,1,8.0,77800,0,Multifamily Housing,Multifamily Housing,46300.0,,,,,,18.0,64.3,71.9,174.3,196.2,2978323.0,10162459,3330560.0,11364342,0.0,0,693286,2365589.0,6128.0,612832.0,2091069,0.0,49.04,0.5,No,,Compliant,
19742,2015,NonResidential,"Restaurant
",EL GAUCHO RESTAURANT,2505 1ST AVE,98121.0,7,DOWNTOWN,47.61486436,-122.34930256,1955,1,2.0,31020,0,Restaurant,Restaurant,31020.0,,,,,,,185.9,207.2,276.2,298.6,5767765.0,19680430,6427441.0,21931338,0.0,0,352301,1202102.0,45657.0,4565713.0,15578859,0.0,250.87,7.92,No,,Compliant,
19743,2015,NonResidential,Small- and Mid-Sized Office,THE MILLIONAIR CLUB,2507 WESTERN AVE,98121.0,7,DOWNTOWN,47.61406326,-122.35022736,1917,1,2.0,21600,0,"Office, Other - Lodging/Residential",Office,14400.0,Other - Lodging/Residential,7200.0,,,,,90.0,95.2,225.6,231.1,1943772.0,6632425,2056223.0,7016124,0.0,0,397280,1355575.0,5883.0,588253.0,2007202,0.0,40.69,1.61,No,,Compliant,
19746,2015,NonResidential,Other,ARTTECH & FINE ART FRAMING,2609 1ST AVE,98121.0,7,DOWNTOWN,47.61534557,-122.3499573,1946,1,1.0,23000,0,"Office, Other",Other,23000.0,Office,0.0,,,,,27.4,35.7,53.1,63.0,630040.0,2149785,821139.0,2801842,0.0,0,78370,267409.0,3626.0,362642.0,1237385,0.0,21.12,0.87,No,,Compliant,
19747,2015,NonResidential,Small- and Mid-Sized Office,FIRST & CEDAR BUILDING,2701 1ST AVE,98121.0,7,DOWNTOWN,47.61589336,-122.35109861,1974,1,5.0,61825,13320,"Bank Branch, Office",Office,37993.0,Bank Branch,3547.0,,,,51.0,114.0,131.9,224.5,239.9,4735249.0,16157340,5480194.0,18699197,0.0,0,610501,2083115.0,26522.0,2652221.0,9049753,0.0,155.38,2.37,No,,Compliant,
19748,2015,Multifamily HR (10+),High-Rise Multifamily,OLYMPUS APTS,2801 ELLIOTT AVE,98121.0,7,DOWNTOWN,47.61539737,-122.35309707,2001,1,16.0,590869,181732,"Multifamily Housing, Parking",Multifamily Housing,409137.0,Parking,181732.0,,,,93.0,36.1,39.6,83.7,90.0,14776743.0,50420339,16193064.0,55253027,0.0,0,2628191,8967760.0,58094.0,5809355.0,19822341,0.0,371.05,0.56,No,,Compliant,
19749,2015,Multifamily MR (5-9),Mid-Rise Multifamily,AVALON BELLTOWN APTS,2800 WESTERN AVE,98121.0,7,DOWNTOWN,47.61632695,-122.35256814,2001,1,7.0,145275,50680,Multifamily Housing,Multifamily Housing,103023.0,,,,,,56.0,25.9,28.1,81.4,88.2,2671115.0,9114222,2892956.0,9871175,0.0,0,782859,2671225.0,0.0,0.0,0,0.0,18.62,0.05,No,,Compliant,
